FIPS,life_expectancy,mortality_risk_0-5,mortality_risk_5-25,mortality_risk_25-45,mortality_risk_45-65,mortality_risk_65-85
19039,"78.57 (77.87, 79.32)","0.58 (0.49, 0.67)","0.88 (0.76, 1.01)","2.64 (2.36, 2.94)","12.30 (11.35, 13.30)","50.90 (48.33, 53.42)"
19041,"80.29 (79.71, 80.89)","0.46 (0.40, 0.53)","0.64 (0.56, 0.73)","2.12 (1.92, 2.33)","10.17 (9.42, 10.95)","46.67 (44.65, 48.53)"
19043,"80.50 (79.95, 81.07)","0.45 (0.39, 0.52)","0.77 (0.67, 0.87)","2.22 (2.02, 2.45)","9.39 (8.77, 10.04)","45.87 (43.84, 47.86)"
19045,"78.70 (78.25, 79.17)","0.54 (0.48, 0.60)","0.77 (0.70, 0.84)","2.44 (2.27, 2.63)","11.90 (11.31, 12.52)","51.78 (50.31, 53.27)"
19047,"80.33 (79.74, 80.90)","0.49 (0.42, 0.56)","0.70 (0.61, 0.79)","2.16 (1.96, 2.37)","10.09 (9.39, 10.87)","46.12 (44.12, 48.10)"
19049,"81.49 (81.06, 81.93)","0.38 (0.34, 0.42)","0.59 (0.53, 0.65)","1.66 (1.54, 1.79)","8.76 (8.28, 9.25)","43.93 (42.34, 45.59)"
19051,"79.84 (79.11, 80.59)","0.49 (0.41, 0.58)","0.77 (0.66, 0.88)","2.26 (2.00, 2.53)","10.53 (9.66, 11.51)","47.79 (45.26, 50.32)"
19053,"78.29 (77.47, 79.05)","0.59 (0.51, 0.69)","0.87 (0.75, 1.00)","2.76 (2.43, 3.07)","12.51 (11.44, 13.67)","52.08 (49.42, 54.82)"
19055,"81.10 (80.51, 81.70)","0.43 (0.37, 0.49)","0.60 (0.53, 0.69)","1.88 (1.71, 2.07)","9.31 (8.64, 10.00)","44.30 (42.11, 46.32)"
19057,"79.15 (78.67, 79.66)","0.56 (0.50, 0.63)","0.75 (0.67, 0.83)","2.45 (2.27, 2.64)","11.32 (10.77, 11.89)","49.74 (48.06, 51.49)"
19059,"81.27 (80.70, 81.84)","0.44 (0.38, 0.50)","0.63 (0.55, 0.73)","2.02 (1.83, 2.23)","8.95 (8.32, 9.60)","43.05 (41.16, 44.99)"
19061,"80.03 (79.66, 80.40)","0.46 (0.42, 0.50)","0.58 (0.53, 0.63)","1.93 (1.81, 2.05)","9.97 (9.53, 10.41)","49.61 (48.26, 51.02)"
19063,"79.65 (78.95, 80.36)","0.52 (0.44, 0.60)","0.71 (0.61, 0.81)","2.32 (2.07, 2.61)","10.85 (9.94, 11.80)","48.02 (45.51, 50.41)"
19065,"79.90 (79.33, 80.48)","0.49 (0.42, 0.56)","0.70 (0.62, 0.80)","2.29 (2.08, 2.50)","10.44 (9.71, 11.14)","47.70 (45.87, 49.64)"
19067,"79.72 (79.13, 80.28)","0.46 (0.40, 0.53)","0.71 (0.63, 0.81)","2.32 (2.10, 2.54)","10.89 (10.19, 11.66)","47.76 (45.72, 49.78)"
19069,"80.28 (79.66, 80.99)","0.46 (0.40, 0.54)","0.64 (0.56, 0.74)","2.20 (1.98, 2.44)","9.99 (9.18, 10.79)","46.72 (44.36, 48.99)"
19071,"78.84 (78.11, 79.59)","0.54 (0.47, 0.63)","0.82 (0.71, 0.96)","2.59 (2.32, 2.89)","11.67 (10.70, 12.69)","50.62 (48.18, 53.19)"
19073,"80.03 (79.34, 80.69)","0.48 (0.41, 0.57)","0.72 (0.62, 0.84)","2.33 (2.07, 2.61)","10.85 (10.04, 11.79)","45.92 (43.71, 48.19)"
19075,"81.32 (80.73, 81.97)","0.40 (0.34, 0.48)","0.60 (0.51, 0.69)","1.91 (1.72, 2.13)","8.85 (8.14, 9.55)","43.92 (41.65, 45.98)"
19077,"80.07 (79.44, 80.69)","0.46 (0.39, 0.54)","0.69 (0.60, 0.80)","2.20 (1.98, 2.44)","10.22 (9.44, 11.03)","47.57 (45.50, 49.75)"
19079,"80.42 (79.81, 81.08)","0.45 (0.39, 0.51)","0.66 (0.57, 0.76)","2.19 (1.98, 2.42)","9.92 (9.19, 10.67)","45.99 (43.76, 48.10)"
19081,"80.81 (80.15, 81.42)","0.44 (0.37, 0.51)","0.64 (0.56, 0.73)","2.09 (1.88, 2.32)","9.85 (9.08, 10.65)","44.63 (42.45, 46.91)"
19083,"79.74 (79.14, 80.30)","0.47 (0.40, 0.53)","0.68 (0.60, 0.78)","2.23 (2.02, 2.45)","11.31 (10.54, 12.14)","47.49 (45.43, 49.48)"
19085,"78.08 (77.41, 78.75)","0.55 (0.48, 0.64)","0.88 (0.77, 1.02)","2.71 (2.45, 2.97)","12.27 (11.39, 13.15)","53.50 (51.21, 55.63)"
19087,"79.55 (78.94, 80.14)","0.51 (0.44, 0.59)","0.70 (0.62, 0.79)","2.27 (2.05, 2.48)","11.01 (10.25, 11.79)","48.91 (46.93, 50.93)"
19089,"80.32 (79.63, 81.02)","0.44 (0.38, 0.52)","0.65 (0.57, 0.75)","2.10 (1.88, 2.34)","10.33 (9.49, 11.23)","46.34 (44.03, 48.60)"
19091,"80.40 (79.73, 81.07)","0.45 (0.39, 0.52)","0.69 (0.59, 0.79)","2.15 (1.92, 2.39)","10.13 (9.31, 11.00)","45.76 (43.43, 48.06)"
19093,"79.51 (78.78, 80.27)","0.55 (0.47, 0.64)","0.76 (0.66, 0.86)","2.50 (2.24, 2.78)","10.83 (9.90, 11.82)","48.36 (45.76, 50.75)"
19095,"80.81 (80.23, 81.43)","0.45 (0.39, 0.53)","0.64 (0.56, 0.73)","2.02 (1.82, 2.24)","9.41 (8.72, 10.18)","45.34 (43.26, 47.47)"
19097,"79.38 (78.80, 79.97)","0.53 (0.46, 0.62)","0.83 (0.73, 0.94)","2.48 (2.27, 2.73)","11.24 (10.52, 12.06)","48.50 (46.56, 50.58)"
19099,"79.82 (79.32, 80.33)","0.48 (0.42, 0.55)","0.69 (0.61, 0.78)","2.25 (2.08, 2.43)","10.81 (10.23, 11.44)","47.69 (45.91, 49.38)"
19101,"80.44 (79.83, 81.03)","0.45 (0.39, 0.52)","0.70 (0.61, 0.80)","2.07 (1.88, 2.29)","9.90 (9.22, 10.58)","46.02 (43.89, 48.19)"
19103,"82.08 (81.69, 82.50)","0.43 (0.39, 0.47)","0.35 (0.32, 0.38)","1.51 (1.41, 1.61)","8.22 (7.81, 8.64)","42.28 (40.76, 43.72)"
19105,"80.75 (80.17, 81.34)","0.41 (0.35, 0.48)","0.65 (0.56, 0.74)","2.03 (1.84, 2.23)","9.90 (9.22, 10.66)","44.92 (42.94, 46.92)"
19107,"80.46 (79.83, 81.15)","0.48 (0.41, 0.56)","0.74 (0.64, 0.84)","2.29 (2.06, 2.55)","10.20 (9.44, 11.05)","44.60 (42.43, 46.86)"
19109,"81.38 (80.79, 81.94)","0.43 (0.37, 0.49)","0.62 (0.54, 0.70)","2.01 (1.83, 2.21)","8.92 (8.31, 9.62)","42.86 (40.89, 44.76)"
19111,"77.52 (77.01, 78.05)","0.64 (0.57, 0.72)","0.89 (0.81, 0.98)","2.96 (2.75, 3.21)","13.49 (12.80, 14.20)","54.02 (52.28, 55.59)"
19113,"80.39 (80.06, 80.71)","0.52 (0.49, 0.56)","0.58 (0.54, 0.62)","1.90 (1.81, 1.99)","9.87 (9.54, 10.25)","46.99 (45.89, 48.16)"
19115,"79.30 (78.56, 79.98)","0.51 (0.44, 0.59)","0.73 (0.63, 0.83)","2.36 (2.14, 2.63)","11.48 (10.59, 12.51)","48.94 (46.51, 51.61)"
19117,"79.19 (78.45, 79.93)","0.53 (0.45, 0.62)","0.76 (0.65, 0.88)","2.46 (2.20, 2.72)","11.29 (10.35, 12.20)","49.19 (46.58, 51.72)"
19119,"81.05 (80.44, 81.67)","0.40 (0.35, 0.47)","0.63 (0.55, 0.72)","1.93 (1.72, 2.13)","9.36 (8.58, 10.14)","44.36 (42.16, 46.78)"
19121,"79.70 (79.09, 80.33)","0.47 (0.41, 0.54)","0.71 (0.62, 0.80)","2.20 (2.00, 2.43)","10.44 (9.70, 11.24)","49.26 (46.99, 51.53)"
19123,"80.12 (79.55, 80.61)","0.47 (0.40, 0.54)","0.65 (0.57, 0.73)","2.12 (1.94, 2.31)","10.72 (10.04, 11.46)","46.58 (44.77, 48.48)"
19125,"79.22 (78.72, 79.75)","0.49 (0.43, 0.56)","0.67 (0.61, 0.75)","2.38 (2.20, 2.58)","11.53 (10.88, 12.21)","49.70 (47.88, 51.54)"
19127,"77.37 (76.89, 77.88)","0.53 (0.47, 0.60)","0.89 (0.80, 0.99)","2.53 (2.35, 2.73)","13.33 (12.64, 13.97)","57.52 (55.83, 59.14)"
19129,"77.93 (77.20, 78.62)","0.57 (0.49, 0.66)","0.89 (0.78, 1.02)","2.93 (2.65, 3.23)","12.58 (11.66, 13.55)","52.86 (50.38, 55.35)"
19131,"81.45 (80.80, 82.13)","0.43 (0.37, 0.50)","0.61 (0.53, 0.70)","1.94 (1.73, 2.14)","9.08 (8.33, 9.90)","42.34 (40.10, 44.67)"
19133,"77.80 (77.08, 78.54)","0.61 (0.52, 0.70)","0.99 (0.86, 1.15)","3.07 (2.77, 3.40)","13.45 (12.48, 14.48)","51.93 (49.56, 54.20)"
19135,"77.84 (77.10, 78.66)","0.60 (0.51, 0.71)","0.92 (0.79, 1.06)","2.95 (2.63, 3.30)","13.13 (12.02, 14.22)","52.91 (50.37, 55.32)"
19137,"78.21 (77.56, 78.87)","0.62 (0.54, 0.72)","0.83 (0.73, 0.95)","2.71 (2.44, 2.98)","12.56 (11.62, 13.51)","52.81 (50.42, 55.08)"
19139,"78.96 (78.47, 79.44)","0.52 (0.46, 0.57)","0.72 (0.65, 0.80)","2.32 (2.15, 2.49)","11.25 (10.68, 11.86)","51.94 (50.24, 53.70)"
19141,"80.26 (79.66, 80.84)","0.48 (0.41, 0.55)","0.70 (0.61, 0.79)","2.18 (1.98, 2.41)","10.15 (9.44, 10.94)","46.46 (44.48, 48.42)"
19143,"80.29 (79.55, 81.06)","0.45 (0.38, 0.52)","0.67 (0.57, 0.78)","2.23 (1.99, 2.50)","10.15 (9.22, 11.04)","46.29 (43.58, 48.87)"
19145,"78.76 (78.12, 79.36)","0.58 (0.50, 0.67)","0.80 (0.70, 0.91)","2.53 (2.31, 2.80)","11.60 (10.84, 12.47)","51.04 (48.92, 53.20)"
19147,"79.52 (78.82, 80.20)","0.50 (0.43, 0.59)","0.71 (0.61, 0.82)","2.40 (2.14, 2.67)","11.34 (10.44, 12.29)","47.96 (45.76, 50.31)"
19149,"80.64 (80.09, 81.19)","0.48 (0.42, 0.55)","0.69 (0.61, 0.78)","2.14 (1.95, 2.33)","9.56 (8.98, 10.18)","45.47 (43.54, 47.37)"
19151,"79.89 (79.22, 80.60)","0.48 (0.41, 0.56)","0.73 (0.63, 0.84)","2.38 (2.13, 2.64)","11.17 (10.26, 12.06)","45.84 (43.62, 48.26)"
19153,"78.97 (78.69, 79.23)","0.63 (0.60, 0.66)","0.68 (0.64, 0.72)","2.24 (2.15, 2.32)","11.80 (11.50, 12.14)","50.49 (49.57, 51.46)"
19155,"77.86 (77.44, 78.30)","0.65 (0.60, 0.72)","0.81 (0.75, 0.88)","2.80 (2.63, 2.97)","12.94 (12.37, 13.49)","53.33 (51.94, 54.68)"
19157,"79.83 (79.27, 80.44)","0.47 (0.40, 0.54)","0.64 (0.56, 0.72)","2.26 (2.06, 2.49)","10.40 (9.67, 11.14)","48.66 (46.54, 50.55)"
19159,"79.62 (78.83, 80.46)","0.54 (0.46, 0.64)","0.75 (0.64, 0.86)","2.46 (2.18, 2.79)","10.59 (9.60, 11.67)","48.37 (45.65, 50.96)"
19161,"79.82 (79.15, 80.49)","0.51 (0.44, 0.59)","0.77 (0.67, 0.89)","2.30 (2.07, 2.55)","10.91 (10.11, 11.75)","46.90 (44.75, 49.09)"
19163,"79.34 (79.01, 79.71)","0.54 (0.50, 0.58)","0.64 (0.60, 0.69)","2.16 (2.05, 2.26)","11.15 (10.74, 11.57)","50.23 (48.96, 51.43)"
19165,"80.92 (80.28, 81.55)","0.47 (0.40, 0.55)","0.68 (0.60, 0.78)","2.13 (1.91, 2.36)","9.41 (8.73, 10.15)","43.82 (41.81, 45.99)"
19167,"82.86 (82.37, 83.35)","0.39 (0.34, 0.44)","0.47 (0.42, 0.52)","1.53 (1.40, 1.68)","7.55 (7.04, 8.10)","38.63 (36.99, 40.37)"
19169,"82.12 (81.71, 82.52)","0.39 (0.36, 0.43)","0.34 (0.31, 0.37)","1.56 (1.45, 1.67)","8.08 (7.69, 8.53)","42.53 (41.04, 44.04)"
19171,"79.58 (79.00, 80.16)","0.49 (0.42, 0.57)","0.79 (0.69, 0.89)","2.52 (2.30, 2.78)","10.68 (9.97, 11.45)","48.56 (46.58, 50.58)"
19173,"79.72 (78.98, 80.48)","0.53 (0.45, 0.61)","0.72 (0.63, 0.83)","2.37 (2.11, 2.65)","10.76 (9.86, 11.77)","47.02 (44.49, 49.62)"
19175,"78.67 (78.04, 79.32)","0.53 (0.46, 0.62)","0.82 (0.72, 0.93)","2.55 (2.32, 2.82)","11.83 (10.99, 12.70)","51.28 (48.98, 53.43)"
19177,"78.65 (77.91, 79.40)","0.58 (0.50, 0.69)","0.81 (0.70, 0.94)","2.69 (2.41, 3.00)","11.98 (11.02, 13.02)","50.92 (48.37, 53.51)"
19179,"77.67 (77.18, 78.18)","0.59 (0.53, 0.67)","0.81 (0.73, 0.89)","2.70 (2.49, 2.90)","13.43 (12.75, 14.11)","54.24 (52.50, 55.92)"
19181,"80.02 (79.55, 80.47)","0.46 (0.41, 0.52)","0.62 (0.56, 0.69)","1.93 (1.80, 2.08)","9.88 (9.35, 10.44)","49.78 (48.00, 51.61)"
19183,"80.51 (79.96, 81.06)","0.48 (0.42, 0.55)","0.68 (0.60, 0.77)","2.03 (1.85, 2.22)","9.91 (9.25, 10.61)","45.98 (44.08, 47.97)"
19185,"78.39 (77.59, 79.17)","0.61 (0.51, 0.72)","0.88 (0.75, 1.03)","2.77 (2.45, 3.12)","12.42 (11.32, 13.57)","51.18 (48.75, 53.60)"
19187,"77.74 (77.25, 78.26)","0.63 (0.56, 0.70)","0.85 (0.76, 0.94)","2.95 (2.74, 3.17)","12.83 (12.16, 13.51)","53.93 (52.23, 55.50)"
19189,"80.68 (80.01, 81.39)","0.47 (0.40, 0.55)","0.68 (0.58, 0.78)","2.22 (1.99, 2.48)","10.04 (9.20, 10.90)","44.18 (41.88, 46.42)"
19191,"82.62 (82.12, 83.15)","0.35 (0.30, 0.41)","0.47 (0.42, 0.53)","1.70 (1.54, 1.88)","7.65 (7.13, 8.24)","39.54 (37.70, 41.40)"
19193,"78.35 (77.95, 78.75)","0.71 (0.65, 0.76)","0.77 (0.71, 0.83)","2.37 (2.24, 2.52)","12.15 (11.66, 12.67)","52.69 (51.22, 54.04)"
19195,"79.74 (78.98, 80.50)","0.48 (0.41, 0.57)","0.68 (0.58, 0.79)","2.34 (2.09, 2.62)","11.06 (10.09, 12.17)","47.71 (45.24, 50.32)"
19197,"80.32 (79.75, 80.94)","0.49 (0.42, 0.57)","0.68 (0.58, 0.77)","2.28 (2.06, 2.52)","10.27 (9.53, 11.05)","45.45 (43.50, 47.49)"
20,"78.74 (78.66, 78.83)","0.66 (0.64, 0.67)","0.79 (0.78, 0.80)","2.53 (2.50, 2.56)","11.78 (11.67, 11.88)","50.65 (50.36, 50.94)"
20001,"76.57 (75.90, 77.25)","0.78 (0.68, 0.89)","1.09 (0.96, 1.23)","3.39 (3.07, 3.71)","14.66 (13.70, 15.64)","55.25 (53.02, 57.37)"
20003,"78.79 (78.00, 79.54)","0.64 (0.54, 0.74)","0.94 (0.82, 1.08)","2.85 (2.55, 3.17)","12.34 (11.34, 13.45)","47.84 (45.30, 50.47)"
20005,"77.69 (77.07, 78.31)","0.63 (0.55, 0.72)","0.82 (0.73, 0.91)","2.91 (2.65, 3.19)","13.23 (12.41, 14.14)","53.44 (51.36, 55.57)"
20007,"77.63 (76.74, 78.46)","0.69 (0.59, 0.81)","1.01 (0.86, 1.17)","3.09 (2.74, 3.47)","12.98 (11.78, 14.36)","53.07 (50.29, 55.76)"
20009,"78.66 (78.06, 79.23)","0.67 (0.60, 0.76)","0.87 (0.77, 0.97)","2.70 (2.47, 2.94)","11.81 (11.09, 12.57)","50.16 (48.28, 52.05)"
20011,"77.03 (76.38, 77.69)","0.73 (0.63, 0.83)","1.03 (0.91, 1.17)","3.26 (2.98, 3.59)","14.03 (13.14, 14.97)","53.50 (51.51, 55.68)"
20013,"77.76 (77.01, 78.45)","0.74 (0.64, 0.85)","1.01 (0.87, 1.16)","3.13 (2.84, 3.47)","12.88 (11.89, 13.89)","51.95 (49.61, 54.37)"
20015,"77.99 (77.53, 78.46)","0.67 (0.60, 0.73)","0.92 (0.84, 1.01)","2.70 (2.51, 2.86)","12.27 (11.68, 12.88)","53.52 (51.99, 55.02)"
20017,"78.17 (77.07, 79.24)","0.64 (0.52, 0.76)","1.00 (0.84, 1.21)","3.07 (2.66, 3.54)","12.78 (11.40, 14.27)","50.44 (47.03, 54.02)"
20019,"77.08 (76.06, 78.04)","0.83 (0.69, 0.99)","1.06 (0.91, 1.25)","3.33 (2.92, 3.78)","13.54 (12.26, 14.87)","53.91 (50.97, 57.19)"
20021,"75.16 (74.55, 75.77)","0.77 (0.68, 0.86)","1.19 (1.06, 1.35)","3.77 (3.49, 4.11)","16.32 (15.38, 17.27)","60.45 (58.64, 62.41)"
20023,"80.26 (79.12, 81.31)","0.59 (0.48, 0.71)","0.93 (0.76, 1.14)","2.56 (2.22, 2.94)","10.61 (9.42, 11.99)","42.63 (39.42, 45.96)"
20025,"78.44 (77.34, 79.57)","0.73 (0.60, 0.88)","1.00 (0.84, 1.20)","2.90 (2.50, 3.33)","12.32 (10.92, 13.94)","49.52 (45.94, 53.13)"
20027,"79.88 (79.15, 80.58)","0.56 (0.47, 0.65)","0.77 (0.66, 0.88)","2.49 (2.23, 2.77)","10.57 (9.77, 11.51)","45.96 (43.81, 48.24)"
20029,"78.52 (77.80, 79.20)","0.62 (0.54, 0.71)","0.83 (0.72, 0.95)","2.76 (2.50, 3.05)","12.41 (11.47, 13.45)","50.18 (48.04, 52.49)"
20031,"77.88 (77.08, 78.63)","0.66 (0.56, 0.77)","0.95 (0.82, 1.08)","2.92 (2.64, 3.24)","12.51 (11.54, 13.53)","53.14 (50.60, 55.71)"
20033,"76.90 (75.74, 78.05)","0.78 (0.65, 0.94)","1.02 (0.85, 1.21)","3.29 (2.88, 3.75)","14.03 (12.51, 15.70)","54.46 (50.69, 58.26)"
20035,"76.47 (75.88, 77.03)","0.79 (0.71, 0.89)","1.07 (0.97, 1.18)","3.42 (3.17, 3.67)","14.51 (13.78, 15.30)","56.41 (54.60, 58.30)"
20037,"76.81 (76.31, 77.35)","0.68 (0.60, 0.76)","0.88 (0.80, 0.97)","3.15 (2.94, 3.41)","14.56 (13.79, 15.34)","55.77 (54.02, 57.39)"
20039,"79.27 (78.28, 80.23)","0.58 (0.49, 0.69)","0.85 (0.71, 1.00)","2.72 (2.37, 3.10)","11.68 (10.43, 12.98)","46.96 (43.97, 49.89)"
20041,"78.64 (78.05, 79.19)","0.61 (0.53, 0.69)","0.88 (0.78, 0.99)","2.64 (2.42, 2.87)","11.99 (11.22, 12.82)","50.54 (48.72, 52.47)"
20043,"79.01 (78.25, 79.75)","0.51 (0.44, 0.60)","0.76 (0.65, 0.89)","2.46 (2.20, 2.75)","11.63 (10.66, 12.63)","50.26 (47.75, 52.92)"
20045,"80.53 (80.12, 80.95)","0.49 (0.44, 0.54)","0.41 (0.38, 0.44)","2.01 (1.88, 2.14)","9.63 (9.15, 10.15)","47.20 (45.75, 48.65)"
20047,"77.96 (76.93, 78.94)","0.73 (0.60, 0.87)","0.98 (0.83, 1.15)","3.13 (2.76, 3.58)","12.60 (11.30, 13.95)","51.61 (48.27, 54.92)"
20049,"77.27 (76.32, 78.22)","0.76 (0.64, 0.91)","1.03 (0.87, 1.21)","3.29 (2.90, 3.69)","13.61 (12.30, 15.04)","53.05 (49.89, 56.20)"
20051,"79.65 (79.11, 80.25)","0.55 (0.49, 0.63)","0.67 (0.60, 0.74)","2.34 (2.13, 2.55)","10.86 (10.14, 11.55)","47.93 (46.00, 49.88)"
20053,"78.88 (77.97, 79.78)","0.58 (0.49, 0.68)","0.86 (0.73, 1.02)","2.68 (2.34, 3.06)","11.55 (10.49, 12.77)","49.91 (47.04, 52.96)"
20055,"79.19 (78.59, 79.77)","0.66 (0.59, 0.73)","0.87 (0.78, 0.96)","2.55 (2.36, 2.77)","11.43 (10.69, 12.17)","48.10 (46.12, 50.25)"
20057,"78.50 (77.91, 79.07)","0.75 (0.66, 0.83)","0.91 (0.82, 1.01)","2.67 (2.47, 2.89)","11.40 (10.74, 12.13)","51.15 (49.24, 53.13)"
20059,"77.88 (77.29, 78.47)","0.65 (0.57, 0.73)","0.93 (0.82, 1.03)","2.83 (2.60, 3.06)","12.61 (11.89, 13.38)","53.58 (51.57, 55.60)"
20061,"76.82 (76.17, 77.51)","1.00 (0.89, 1.10)","1.24 (1.12, 1.37)","3.09 (2.84, 3.33)","14.41 (13.49, 15.32)","53.05 (50.87, 55.22)"
20063,"79.63 (78.59, 80.59)","0.61 (0.50, 0.72)","0.81 (0.69, 0.96)","2.58 (2.26, 2.96)","10.99 (9.79, 12.36)","46.81 (43.62, 50.18)"
20065,"79.68 (78.71, 80.64)","0.62 (0.51, 0.73)","0.85 (0.72, 1.00)","2.59 (2.28, 2.95)","10.84 (9.68, 12.16)","45.76 (42.75, 48.83)"
20067,"78.29 (77.37, 79.18)","0.66 (0.56, 0.77)","0.90 (0.78, 1.04)","2.79 (2.46, 3.13)","11.46 (10.40, 12.63)","52.57 (49.41, 56.03)"
20069,"79.35 (78.37, 80.24)","0.63 (0.53, 0.74)","0.82 (0.71, 0.95)","2.59 (2.30, 2.92)","10.99 (9.89, 12.17)","48.11 (45.06, 51.56)"
20071,"78.20 (76.96, 79.40)","0.65 (0.53, 0.78)","0.86 (0.71, 1.03)","2.90 (2.48, 3.39)","12.51 (10.94, 14.33)","51.46 (47.37, 55.80)"
20073,"76.82 (76.01, 77.61)","0.77 (0.66, 0.89)","1.08 (0.93, 1.25)","3.37 (3.02, 3.78)","14.26 (13.18, 15.43)","54.41 (51.95, 56.89)"
20075,"77.63 (76.45, 78.76)","0.75 (0.63, 0.89)","0.98 (0.82, 1.15)","3.05 (2.67, 3.50)","13.37 (12.00, 15.07)","52.41 (48.59, 56.23)"
20077,"77.05 (76.25, 77.95)","0.80 (0.66, 0.94)","1.08 (0.93, 1.26)","3.38 (2.99, 3.80)","13.94 (12.71, 15.15)","53.58 (50.88, 56.41)"
20079,"79.17 (78.66, 79.72)","0.60 (0.53, 0.67)","0.76 (0.67, 0.84)","2.55 (2.35, 2.79)","11.20 (10.53, 11.85)","49.22 (47.36, 50.92)"
20081,"79.19 (78.21, 80.25)","0.67 (0.57, 0.79)","0.85 (0.73, 1.01)","2.65 (2.32, 2.99)","11.31 (10.09, 12.62)","48.01 (44.50, 51.18)"
20083,"80.05 (78.92, 81.16)","0.60 (0.50, 0.72)","0.75 (0.64, 0.89)","2.55 (2.22, 2.95)","10.71 (9.44, 11.92)","44.31 (40.77, 48.35)"
20085,"78.70 (77.97, 79.40)","0.60 (0.51, 0.68)","0.89 (0.77, 1.01)","2.67 (2.41, 2.96)","12.01 (11.13, 12.89)","49.66 (47.16, 52.25)"
20087,"78.92 (78.33, 79.53)","0.58 (0.50, 0.66)","0.94 (0.82, 1.08)","2.50 (2.27, 2.75)","11.35 (10.57, 12.09)","50.51 (48.35, 52.66)"
20089,"79.99 (78.99, 80.90)","0.51 (0.43, 0.61)","0.73 (0.62, 0.87)","2.42 (2.13, 2.76)","10.69 (9.54, 11.96)","46.01 (42.91, 49.05)"
20091,"81.70 (81.46, 81.94)","0.44 (0.42, 0.47)","0.57 (0.54, 0.61)","1.49 (1.43, 1.55)","7.84 (7.62, 8.06)","44.56 (43.66, 45.43)"
20093,"77.66 (76.62, 78.68)","0.75 (0.63, 0.88)","1.04 (0.88, 1.22)","3.16 (2.79, 3.55)","13.41 (12.07, 14.84)","51.65 (48.31, 54.87)"
20095,"78.63 (77.85, 79.40)","0.63 (0.54, 0.73)","0.92 (0.79, 1.07)","2.74 (2.45, 3.07)","11.71 (10.71, 12.80)","50.40 (47.71, 53.04)"
20097,"79.29 (78.26, 80.32)","0.67 (0.55, 0.80)","0.85 (0.71, 1.00)","2.69 (2.34, 3.08)","11.60 (10.34, 12.94)","46.49 (43.18, 49.79)"
20099,"76.27 (75.63, 76.90)","0.78 (0.68, 0.88)","1.08 (0.97, 1.21)","3.55 (3.27, 3.87)","15.48 (14.57, 16.41)","55.50 (53.54, 57.51)"
20101,"78.22 (76.98, 79.57)","0.69 (0.57, 0.85)","0.94 (0.78, 1.13)","2.90 (2.49, 3.36)","12.72 (11.20, 14.35)","51.34 (46.98, 55.15)"
20103,"78.92 (78.46, 79.37)","0.52 (0.47, 0.58)","0.71 (0.65, 0.78)","2.06 (1.92, 2.21)","11.52 (10.99, 12.11)","52.28 (50.73, 53.90)"
20105,"79.20 (78.21, 80.17)","0.57 (0.48, 0.67)","0.86 (0.72, 1.01)","2.65 (2.32, 3.05)","11.51 (10.29, 12.77)","48.80 (45.69, 52.11)"
20107,"77.57 (76.80, 78.32)","0.73 (0.62, 0.84)","1.02 (0.89, 1.17)","3.28 (2.94, 3.66)","12.98 (11.98, 14.06)","52.51 (50.14, 54.97)"
20109,"78.67 (77.62, 79.72)","0.63 (0.53, 0.76)","0.93 (0.78, 1.11)","2.82 (2.46, 3.22)","12.17 (10.78, 13.49)","48.84 (45.52, 52.31)"
20111,"78.91 (78.39, 79.45)","0.60 (0.53, 0.67)","0.70 (0.64, 0.77)","2.60 (2.39, 2.82)","11.76 (11.06, 12.50)","49.95 (48.14, 51.66)"
20115,"79.35 (78.69, 80.06)","0.62 (0.53, 0.71)","0.81 (0.71, 0.93)","2.60 (2.34, 2.88)","11.23 (10.38, 12.16)","47.55 (45.30, 49.80)"
20117,"80.23 (79.55, 80.90)","0.47 (0.40, 0.56)","0.71 (0.61, 0.82)","2.18 (1.95, 2.43)","9.72 (8.98, 10.54)","46.98 (44.77, 49.18)"
20113,"79.26 (78.71, 79.85)","0.61 (0.53, 0.69)","0.77 (0.69, 0.87)","2.45 (2.22, 2.68)","11.06 (10.33, 11.81)","49.48 (47.47, 51.38)"
20119,"79.24 (78.30, 80.18)","0.65 (0.55, 0.78)","0.85 (0.73, 1.00)","2.63 (2.31, 2.96)","11.59 (10.51, 12.85)","47.10 (43.97, 50.26)"
20121,"78.97 (78.43, 79.51)","0.58 (0.51, 0.65)","0.87 (0.77, 0.98)","2.46 (2.26, 2.69)","11.44 (10.75, 12.13)","49.93 (48.07, 51.88)"
20123,"79.12 (78.34, 79.95)","0.53 (0.44, 0.63)","0.79 (0.67, 0.93)","2.48 (2.20, 2.77)","11.90 (10.84, 12.95)","49.07 (46.36, 51.50)"
20125,"76.26 (75.66, 76.84)","0.84 (0.75, 0.94)","1.16 (1.05, 1.29)","3.62 (3.36, 3.89)","14.96 (14.20, 15.78)","55.51 (53.73, 57.27)"
20127,"79.85 (79.10, 80.68)","0.56 (0.48, 0.67)","0.84 (0.72, 0.98)","2.46 (2.17, 2.75)","10.97 (10.03, 11.97)","45.44 (42.75, 48.02)"
20129,"77.79 (76.71, 78.85)","0.71 (0.60, 0.86)","1.05 (0.89, 1.25)","3.07 (2.70, 3.49)","12.48 (11.23, 13.80)","52.37 (48.97, 55.98)"
