FIPS,life_expectancy,mortality_risk_0-5,mortality_risk_5-25,mortality_risk_25-45,mortality_risk_45-65,mortality_risk_65-85
45063,"78.02 (77.68, 78.35)","0.64 (0.60, 0.68)","0.89 (0.84, 0.95)","2.82 (2.70, 2.94)","12.45 (12.05, 12.85)","53.18 (52.07, 54.35)"
45067,"72.67 (72.03, 73.29)","1.27 (1.14, 1.39)","1.53 (1.40, 1.68)","5.28 (4.95, 5.64)","20.28 (19.36, 21.24)","62.22 (60.43, 64.12)"
45069,"72.02 (71.41, 72.63)","1.24 (1.13, 1.37)","1.52 (1.38, 1.68)","5.55 (5.19, 5.93)","21.73 (20.64, 22.79)","64.12 (62.29, 66.00)"
45065,"77.00 (76.24, 77.74)","0.98 (0.85, 1.14)","1.11 (0.97, 1.27)","3.62 (3.25, 4.02)","14.08 (13.09, 15.12)","51.34 (48.96, 53.66)"
45071,"76.34 (75.81, 76.91)","0.87 (0.78, 0.97)","1.06 (0.95, 1.17)","3.67 (3.40, 3.94)","15.86 (15.10, 16.64)","53.59 (51.81, 55.24)"
45073,"77.43 (76.96, 77.88)","0.68 (0.61, 0.75)","1.03 (0.95, 1.13)","3.51 (3.31, 3.73)","13.56 (13.01, 14.14)","52.14 (50.60, 53.64)"
45075,"74.20 (73.74, 74.65)","1.09 (1.01, 1.17)","1.22 (1.15, 1.31)","5.14 (4.90, 5.40)","18.46 (17.78, 19.14)","56.97 (55.53, 58.30)"
45077,"76.98 (76.57, 77.38)","0.74 (0.68, 0.81)","0.78 (0.73, 0.84)","3.26 (3.09, 3.44)","14.35 (13.79, 14.92)","54.98 (53.56, 56.43)"
45079,"77.36 (77.06, 77.66)","0.75 (0.71, 0.79)","0.68 (0.65, 0.71)","3.22 (3.11, 3.34)","14.11 (13.73, 14.51)","53.16 (52.19, 54.16)"
45081,"76.96 (76.28, 77.59)","0.87 (0.76, 0.98)","1.12 (1.00, 1.27)","3.52 (3.24, 3.85)","14.32 (13.54, 15.21)","52.44 (50.42, 54.46)"
45083,"75.68 (75.36, 76.01)","0.80 (0.75, 0.84)","1.05 (1.00, 1.10)","3.72 (3.58, 3.86)","16.28 (15.83, 16.73)","57.71 (56.66, 58.71)"
45085,"75.65 (75.23, 76.10)","0.96 (0.89, 1.03)","0.98 (0.91, 1.05)","3.83 (3.65, 4.03)","16.71 (16.09, 17.36)","55.81 (54.40, 57.10)"
45087,"74.05 (73.44, 74.65)","1.01 (0.91, 1.13)","1.29 (1.17, 1.43)","4.35 (4.05, 4.67)","18.60 (17.68, 19.61)","61.14 (59.23, 63.08)"
45089,"73.44 (72.80, 74.10)","1.26 (1.14, 1.38)","1.55 (1.42, 1.69)","5.23 (4.89, 5.58)","19.34 (18.47, 20.31)","58.46 (56.68, 60.26)"
45091,"77.40 (77.06, 77.74)","0.74 (0.70, 0.80)","0.84 (0.80, 0.90)","2.78 (2.67, 2.91)","13.70 (13.26, 14.15)","54.57 (53.41, 55.67)"
46,"79.57 (79.44, 79.69)","0.65 (0.64, 0.67)","0.79 (0.77, 0.81)","2.49 (2.44, 2.54)","10.96 (10.81, 11.10)","46.99 (46.59, 47.40)"
46003,"80.10 (79.06, 81.16)","0.55 (0.46, 0.65)","0.72 (0.61, 0.85)","2.38 (2.05, 2.73)","10.44 (9.14, 11.70)","45.72 (42.32, 49.36)"
46005,"79.39 (78.76, 80.01)","0.56 (0.49, 0.64)","0.84 (0.73, 0.96)","2.43 (2.21, 2.66)","11.16 (10.41, 11.94)","48.07 (46.07, 50.07)"
46007,"74.69 (73.47, 76.03)","1.34 (1.13, 1.59)","1.64 (1.39, 1.92)","4.53 (3.98, 5.16)","17.15 (15.31, 19.02)","54.31 (50.35, 57.96)"
46009,"81.30 (80.46, 82.10)","0.49 (0.41, 0.59)","0.70 (0.58, 0.83)","2.23 (1.93, 2.52)","9.64 (8.73, 10.64)","40.80 (38.56, 43.16)"
46011,"81.24 (80.64, 81.78)","0.41 (0.36, 0.47)","0.44 (0.39, 0.49)","1.79 (1.64, 1.98)","8.98 (8.34, 9.66)","44.96 (42.85, 47.09)"
46013,"80.12 (79.64, 80.63)","0.51 (0.45, 0.57)","0.64 (0.57, 0.71)","2.08 (1.90, 2.25)","10.42 (9.84, 11.04)","47.01 (45.34, 48.66)"
46015,"80.01 (79.07, 80.92)","0.64 (0.53, 0.76)","0.83 (0.71, 0.97)","2.58 (2.26, 2.94)","10.73 (9.70, 11.84)","44.42 (41.44, 47.38)"
46017,"69.05 (67.47, 70.63)","1.54 (1.27, 1.85)","2.20 (1.84, 2.64)","6.61 (5.76, 7.62)","24.78 (21.97, 27.72)","74.81 (69.63, 79.23)"
46019,"78.35 (77.56, 79.09)","0.63 (0.54, 0.73)","0.89 (0.77, 1.04)","2.73 (2.44, 3.04)","11.74 (10.81, 12.69)","52.82 (50.18, 55.36)"
46021,"82.04 (80.78, 83.21)","0.50 (0.41, 0.63)","0.69 (0.57, 0.85)","2.10 (1.78, 2.48)","9.39 (8.11, 10.91)","38.40 (34.68, 42.13)"
46023,"78.52 (77.66, 79.25)","0.77 (0.66, 0.88)","1.07 (0.93, 1.23)","3.20 (2.89, 3.57)","12.33 (11.40, 13.37)","46.94 (44.62, 49.64)"
46025,"80.05 (79.16, 81.04)","0.52 (0.43, 0.62)","0.78 (0.66, 0.93)","2.43 (2.12, 2.74)","10.50 (9.44, 11.60)","45.72 (42.44, 48.81)"
46027,"80.22 (79.53, 80.95)","0.44 (0.37, 0.50)","0.51 (0.45, 0.57)","2.08 (1.86, 2.34)","10.29 (9.35, 11.20)","47.56 (44.87, 50.22)"
46029,"80.06 (79.52, 80.63)","0.50 (0.44, 0.57)","0.68 (0.60, 0.76)","2.13 (1.94, 2.33)","10.76 (10.04, 11.47)","46.65 (44.75, 48.60)"
46031,"72.13 (70.98, 73.42)","1.40 (1.19, 1.63)","2.07 (1.78, 2.40)","5.96 (5.27, 6.70)","20.66 (18.83, 22.59)","60.38 (56.80, 63.79)"
46033,"79.99 (79.16, 80.83)","0.66 (0.55, 0.78)","0.90 (0.78, 1.06)","2.64 (2.34, 2.97)","10.07 (9.18, 11.02)","45.10 (42.32, 47.86)"
46035,"79.95 (79.35, 80.57)","0.54 (0.47, 0.62)","0.73 (0.64, 0.83)","2.30 (2.09, 2.53)","10.66 (9.88, 11.46)","46.91 (44.84, 48.91)"
46037,"78.94 (78.10, 79.76)","0.60 (0.50, 0.70)","0.86 (0.74, 1.02)","2.82 (2.51, 3.20)","12.12 (11.15, 13.19)","48.08 (45.52, 50.69)"
46039,"80.46 (79.61, 81.32)","0.46 (0.39, 0.56)","0.66 (0.56, 0.78)","2.20 (1.93, 2.50)","9.97 (9.00, 11.11)","45.25 (42.38, 47.98)"
46041,"71.02 (69.70, 72.25)","1.53 (1.32, 1.77)","2.11 (1.83, 2.44)","6.19 (5.58, 6.91)","21.91 (20.12, 23.94)","64.15 (60.76, 67.77)"
46043,"80.99 (79.96, 81.93)","0.51 (0.42, 0.61)","0.72 (0.59, 0.85)","2.20 (1.92, 2.53)","9.73 (8.62, 10.96)","42.43 (39.17, 45.73)"
46045,"80.72 (79.76, 81.71)","0.53 (0.44, 0.63)","0.72 (0.61, 0.86)","2.28 (1.98, 2.62)","9.71 (8.65, 10.75)","43.73 (40.58, 46.81)"
46047,"76.31 (75.46, 77.17)","0.83 (0.70, 0.99)","1.15 (0.99, 1.32)","3.44 (3.07, 3.80)","15.75 (14.62, 16.97)","54.30 (51.67, 56.97)"
46049,"81.09 (80.11, 82.10)","0.48 (0.40, 0.58)","0.66 (0.54, 0.79)","2.08 (1.80, 2.39)","9.42 (8.33, 10.61)","42.29 (38.97, 45.57)"
46051,"79.50 (78.69, 80.30)","0.56 (0.48, 0.66)","0.80 (0.69, 0.94)","2.56 (2.26, 2.85)","10.64 (9.66, 11.59)","48.15 (45.51, 50.75)"
46053,"79.18 (78.28, 80.10)","0.70 (0.58, 0.83)","0.95 (0.80, 1.12)","2.70 (2.37, 3.06)","11.58 (10.46, 12.83)","47.00 (44.07, 49.74)"
46055,"79.65 (78.49, 80.86)","0.68 (0.57, 0.82)","0.84 (0.71, 1.00)","2.68 (2.32, 3.08)","10.81 (9.56, 12.18)","46.60 (42.64, 50.64)"
46057,"79.24 (78.31, 80.14)","0.53 (0.44, 0.63)","0.74 (0.64, 0.88)","2.49 (2.18, 2.80)","11.38 (10.18, 12.61)","49.70 (46.71, 52.63)"
46059,"81.62 (80.70, 82.51)","0.48 (0.40, 0.58)","0.67 (0.56, 0.79)","2.07 (1.82, 2.38)","8.74 (7.82, 9.73)","41.39 (38.62, 44.44)"
46061,"81.18 (80.14, 82.22)","0.49 (0.40, 0.58)","0.67 (0.56, 0.80)","2.10 (1.82, 2.41)","8.89 (7.92, 10.01)","43.27 (39.26, 46.98)"
46063,"79.90 (78.32, 81.48)","0.59 (0.49, 0.72)","0.86 (0.70, 1.05)","2.58 (2.16, 3.04)","10.80 (9.18, 12.53)","44.08 (39.02, 49.40)"
46065,"80.00 (79.31, 80.68)","0.66 (0.57, 0.76)","0.82 (0.71, 0.94)","2.34 (2.13, 2.57)","9.94 (9.19, 10.69)","46.30 (44.07, 48.71)"
46067,"80.73 (79.97, 81.44)","0.49 (0.41, 0.57)","0.71 (0.61, 0.82)","2.26 (2.03, 2.51)","9.93 (9.01, 10.91)","43.60 (41.41, 45.99)"
46069,"79.67 (78.52, 80.85)","0.63 (0.52, 0.76)","0.83 (0.69, 0.97)","2.64 (2.28, 3.03)","10.63 (9.27, 11.93)","46.77 (42.82, 50.76)"
46071,"75.01 (73.89, 76.15)","1.25 (1.05, 1.46)","1.58 (1.35, 1.83)","4.42 (3.84, 5.01)","16.19 (14.65, 17.83)","55.31 (51.73, 58.81)"
46073,"81.16 (80.12, 82.21)","0.52 (0.43, 0.62)","0.73 (0.61, 0.87)","2.26 (1.96, 2.63)","9.68 (8.49, 10.85)","41.55 (38.12, 44.97)"
46075,"80.24 (78.65, 81.69)","0.69 (0.55, 0.84)","0.84 (0.69, 1.02)","2.65 (2.24, 3.14)","10.90 (9.33, 12.74)","42.95 (38.38, 47.61)"
46077,"79.22 (78.44, 80.07)","0.52 (0.44, 0.61)","0.74 (0.63, 0.87)","2.43 (2.15, 2.72)","10.99 (9.97, 12.01)","50.31 (47.50, 52.87)"
46079,"80.82 (80.15, 81.50)","0.44 (0.38, 0.52)","0.63 (0.55, 0.73)","2.10 (1.88, 2.34)","9.46 (8.66, 10.28)","44.95 (42.63, 47.26)"
46081,"80.72 (80.10, 81.30)","0.53 (0.46, 0.61)","0.65 (0.57, 0.73)","2.06 (1.88, 2.26)","9.61 (8.94, 10.30)","44.61 (42.61, 46.59)"
46083,"83.03 (82.53, 83.53)","0.33 (0.28, 0.38)","0.45 (0.40, 0.51)","1.47 (1.35, 1.61)","7.36 (6.85, 7.87)","38.72 (36.88, 40.53)"
46085,"77.49 (76.47, 78.51)","0.87 (0.74, 1.01)","1.18 (1.01, 1.38)","3.37 (2.96, 3.80)","13.44 (12.21, 14.87)","50.33 (46.80, 53.71)"
46091,"80.14 (79.25, 81.08)","0.54 (0.46, 0.63)","0.78 (0.67, 0.93)","2.52 (2.20, 2.87)","10.54 (9.44, 11.66)","44.90 (41.73, 47.73)"
46087,"79.17 (78.29, 80.04)","0.52 (0.44, 0.62)","0.77 (0.66, 0.91)","2.57 (2.24, 2.94)","11.45 (10.39, 12.64)","49.12 (46.24, 52.10)"
46089,"81.16 (80.14, 82.15)","0.49 (0.41, 0.58)","0.66 (0.56, 0.78)","2.22 (1.93, 2.55)","9.66 (8.59, 10.90)","41.86 (38.76, 45.22)"
46093,"79.22 (78.60, 79.88)","0.61 (0.53, 0.68)","0.85 (0.75, 0.96)","2.54 (2.33, 2.78)","11.19 (10.44, 11.97)","48.49 (46.35, 50.75)"
46095,"74.04 (72.71, 75.33)","1.27 (1.07, 1.50)","1.58 (1.33, 1.88)","4.69 (4.09, 5.40)","17.62 (15.70, 19.63)","58.54 (54.33, 62.72)"
46097,"80.25 (79.34, 81.24)","0.45 (0.37, 0.54)","0.71 (0.58, 0.86)","2.27 (1.96, 2.62)","10.64 (9.44, 11.97)","45.59 (42.37, 48.69)"
46099,"79.67 (79.28, 80.01)","0.56 (0.52, 0.61)","0.67 (0.62, 0.72)","2.20 (2.08, 2.33)","10.64 (10.24, 11.11)","48.67 (47.40, 49.99)"
46101,"80.33 (79.52, 81.14)","0.46 (0.39, 0.54)","0.71 (0.60, 0.84)","2.24 (1.97, 2.53)","10.25 (9.30, 11.34)","46.03 (43.15, 48.67)"
46102,"66.81 (65.89, 67.75)","2.03 (1.82, 2.24)","2.79 (2.53, 3.07)","9.52 (8.80, 10.29)","28.50 (26.76, 30.45)","70.91 (68.33, 73.51)"
46103,"80.43 (80.00, 80.86)","0.65 (0.60, 0.70)","0.74 (0.68, 0.81)","2.27 (2.14, 2.40)","10.23 (9.80, 10.71)","43.90 (42.56, 45.28)"
46105,"79.22 (78.22, 80.23)","0.68 (0.56, 0.80)","0.93 (0.78, 1.09)","2.76 (2.41, 3.15)","11.10 (9.94, 12.27)","47.72 (44.42, 50.83)"
46107,"79.79 (78.73, 80.89)","0.62 (0.51, 0.74)","0.85 (0.70, 1.01)","2.56 (2.22, 2.92)","10.65 (9.39, 11.99)","45.62 (42.26, 48.99)"
46109,"77.41 (76.55, 78.23)","0.80 (0.69, 0.92)","1.11 (0.97, 1.28)","3.32 (2.97, 3.69)","13.55 (12.55, 14.62)","51.86 (49.41, 54.42)"
46111,"80.26 (79.33, 81.23)","0.49 (0.41, 0.58)","0.74 (0.62, 0.88)","2.43 (2.11, 2.80)","10.49 (9.29, 11.74)","44.95 (41.64, 48.29)"
46115,"79.79 (78.91, 80.67)","0.52 (0.45, 0.61)","0.76 (0.65, 0.88)","2.45 (2.18, 2.76)","10.78 (9.82, 11.86)","46.94 (44.19, 49.71)"
46117,"79.43 (78.30, 80.59)","0.70 (0.58, 0.83)","0.94 (0.77, 1.12)","2.69 (2.33, 3.10)","10.99 (9.72, 12.32)","45.94 (42.01, 49.86)"
46119,"81.65 (80.31, 82.91)","0.57 (0.46, 0.70)","0.82 (0.66, 1.01)","2.24 (1.90, 2.62)","9.70 (8.44, 11.11)","37.85 (33.84, 42.25)"
46121,"68.51 (67.50, 69.48)","1.83 (1.63, 2.04)","2.70 (2.37, 3.05)","8.05 (7.31, 8.77)","25.15 (23.36, 27.09)","67.98 (65.05, 70.96)"
46123,"79.10 (78.25, 79.98)","0.75 (0.63, 0.88)","0.96 (0.82, 1.09)","2.91 (2.58, 3.28)","12.13 (11.08, 13.28)","45.73 (43.14, 48.45)"
46125,"80.28 (79.57, 80.98)","0.47 (0.40, 0.55)","0.70 (0.60, 0.82)","2.20 (1.96, 2.44)","10.46 (9.62, 11.35)","45.79 (43.56, 48.22)"
46127,"80.72 (80.02, 81.35)","0.40 (0.35, 0.47)","0.60 (0.53, 0.69)","1.97 (1.77, 2.20)","9.57 (8.80, 10.41)","45.46 (43.21, 47.87)"
46129,"78.14 (77.16, 79.03)","0.67 (0.56, 0.79)","0.93 (0.79, 1.09)","2.96 (2.59, 3.34)","12.41 (11.32, 13.63)","51.39 (48.79, 54.17)"
46135,"80.50 (79.92, 81.09)","0.52 (0.46, 0.59)","0.66 (0.59, 0.76)","2.21 (2.02, 2.43)","10.23 (9.50, 11.02)","44.55 (42.66, 46.50)"
46137,"76.39 (74.95, 77.83)","1.04 (0.87, 1.23)","1.42 (1.17, 1.69)","3.92 (3.40, 4.50)","14.43 (12.90, 16.36)","52.24 (47.35, 57.15)"
47,"76.33 (76.25, 76.40)","0.81 (0.80, 0.82)","0.98 (0.97, 0.99)","3.44 (3.41, 3.47)","15.04 (14.95, 15.14)","56.52 (56.30, 56.74)"
47001,"76.68 (76.22, 77.11)","0.71 (0.65, 0.79)","1.07 (0.98, 1.17)","3.44 (3.25, 3.65)","14.48 (13.91, 15.06)","55.21 (53.82, 56.67)"
47003,"75.35 (74.80, 75.90)","0.87 (0.78, 0.96)","1.18 (1.07, 1.30)","3.75 (3.51, 4.03)","16.22 (15.44, 16.98)","58.94 (57.27, 60.78)"
47005,"73.36 (72.66, 74.09)","1.11 (0.96, 1.27)","1.52 (1.36, 1.70)","5.06 (4.66, 5.52)","19.03 (17.96, 20.14)","61.21 (59.04, 63.44)"
47007,"76.57 (75.81, 77.26)","0.77 (0.66, 0.90)","1.10 (0.96, 1.25)","3.46 (3.12, 3.83)","14.55 (13.57, 15.64)","55.22 (52.84, 57.82)"
47009,"77.37 (76.96, 77.76)","0.64 (0.58, 0.70)","0.92 (0.86, 1.00)","3.12 (2.97, 3.29)","13.29 (12.81, 13.81)","54.98 (53.71, 56.27)"
47011,"76.59 (76.18, 77.00)","0.72 (0.66, 0.78)","0.90 (0.84, 0.98)","3.31 (3.13, 3.50)","14.71 (14.17, 15.32)","56.36 (54.98, 57.67)"
47013,"74.12 (73.58, 74.66)","0.90 (0.80, 0.99)","1.25 (1.14, 1.38)","4.46 (4.15, 4.76)","18.45 (17.59, 19.29)","61.33 (59.60, 63.02)"
47015,"75.40 (74.67, 76.12)","0.79 (0.68, 0.90)","1.19 (1.05, 1.36)","3.73 (3.40, 4.14)","16.19 (15.16, 17.31)","59.45 (56.93, 61.84)"
47017,"73.69 (73.06, 74.28)","1.01 (0.89, 1.13)","1.38 (1.24, 1.53)","4.44 (4.11, 4.78)","18.77 (17.86, 19.73)","62.82 (60.95, 64.72)"
47019,"76.26 (75.78, 76.74)","0.76 (0.68, 0.84)","0.93 (0.84, 1.01)","3.40 (3.20, 3.63)","15.51 (14.85, 16.15)","56.79 (55.29, 58.38)"
47021,"75.52 (74.93, 76.12)","0.72 (0.64, 0.81)","1.13 (1.02, 1.26)","3.48 (3.22, 3.76)","15.76 (14.96, 16.58)","60.48 (58.30, 62.56)"
47023,"76.51 (75.85, 77.20)","0.87 (0.76, 1.00)","1.01 (0.91, 1.14)","3.50 (3.17, 3.83)","14.60 (13.61, 15.64)","55.53 (53.28, 57.72)"
47025,"73.72 (73.12, 74.30)","0.87 (0.77, 0.98)","1.24 (1.12, 1.37)","4.50 (4.19, 4.84)","18.65 (17.76, 19.55)","63.58 (61.86, 65.32)"
47027,"74.53 (73.66, 75.37)","0.93 (0.80, 1.09)","1.28 (1.12, 1.47)","4.53 (4.10, 4.99)","17.40 (16.15, 18.75)","59.92 (57.35, 62.54)"
47029,"73.27 (72.65, 73.86)","0.96 (0.85, 1.07)","1.35 (1.22, 1.49)","5.09 (4.75, 5.44)","19.15 (18.26, 20.06)","63.39 (61.68, 65.18)"
47031,"74.92 (74.41, 75.44)","0.86 (0.77, 0.95)","1.19 (1.08, 1.32)","4.08 (3.81, 4.36)","16.91 (16.15, 17.67)","60.15 (58.48, 61.75)"
47033,"75.32 (74.57, 76.04)","0.95 (0.83, 1.09)","1.29 (1.14, 1.46)","3.99 (3.62, 4.36)","16.41 (15.33, 17.51)","57.47 (55.23, 59.59)"
47035,"77.63 (77.12, 78.09)","0.75 (0.67, 0.84)","1.09 (0.99, 1.20)","3.69 (3.47, 3.97)","13.84 (13.25, 14.51)","49.21 (47.81, 50.67)"
47037,"76.84 (76.56, 77.12)","0.77 (0.74, 0.80)","0.89 (0.85, 0.92)","3.32 (3.22, 3.42)","15.00 (14.67, 15.35)","53.74 (52.86, 54.59)"
47041,"74.05 (73.38, 74.77)","0.92 (0.80, 1.05)","1.40 (1.23, 1.58)","4.69 (4.28, 5.13)","17.75 (16.73, 18.80)","61.78 (59.54, 63.88)"
47039,"74.28 (73.48, 75.03)","1.07 (0.93, 1.25)","1.47 (1.30, 1.68)","4.72 (4.30, 5.21)","17.15 (16.06, 18.31)","60.23 (57.87, 62.55)"
47043,"75.92 (75.36, 76.48)","0.74 (0.66, 0.83)","1.18 (1.07, 1.30)","3.39 (3.16, 3.63)","15.68 (14.89, 16.46)","57.98 (56.17, 59.81)"
47045,"74.73 (74.13, 75.29)","1.03 (0.92, 1.14)","1.24 (1.12, 1.37)","3.96 (3.68, 4.26)","17.00 (16.16, 17.84)","60.11 (58.41, 61.96)"
47047,"76.83 (76.27, 77.40)","0.91 (0.81, 1.01)","1.33 (1.20, 1.47)","3.76 (3.49, 4.05)","13.94 (13.20, 14.68)","51.94 (50.18, 53.71)"
47049,"73.43 (72.76, 74.09)","0.99 (0.87, 1.12)","1.42 (1.25, 1.60)","4.56 (4.20, 4.94)","19.31 (18.24, 20.44)","63.28 (61.20, 65.39)"
47051,"76.62 (76.07, 77.13)","0.69 (0.61, 0.77)","0.98 (0.89, 1.08)","3.48 (3.24, 3.74)","15.16 (14.43, 15.94)","55.12 (53.45, 56.89)"
47053,"74.14 (73.64, 74.69)","1.02 (0.92, 1.12)","1.28 (1.17, 1.41)","4.43 (4.15, 4.70)","18.12 (17.34, 18.89)","60.93 (59.36, 62.43)"
47055,"75.68 (75.09, 76.24)","0.78 (0.69, 0.88)","1.19 (1.07, 1.33)","3.85 (3.56, 4.16)","15.64 (14.78, 16.55)","58.24 (56.43, 60.14)"
47057,"74.62 (74.00, 75.25)","0.87 (0.76, 0.98)","1.28 (1.13, 1.44)","4.17 (3.83, 4.53)","16.58 (15.69, 17.55)","62.32 (60.40, 64.38)"
47059,"75.23 (74.75, 75.69)","0.83 (0.75, 0.90)","1.21 (1.12, 1.32)","3.84 (3.63, 4.07)","16.35 (15.69, 17.08)","59.49 (58.04, 61.14)"
47061,"72.46 (71.72, 73.24)","1.09 (0.95, 1.24)","1.75 (1.55, 1.97)","5.57 (5.10, 6.05)","20.44 (19.24, 21.69)","64.00 (61.72, 66.26)"
47063,"75.02 (74.53, 75.51)","0.79 (0.72, 0.87)","1.15 (1.06, 1.26)","3.92 (3.68, 4.16)","16.58 (15.89, 17.27)","60.80 (59.26, 62.31)"
47065,"77.45 (77.16, 77.75)","0.75 (0.71, 0.79)","0.81 (0.77, 0.85)","3.22 (3.10, 3.34)","13.96 (13.62, 14.34)","52.30 (51.33, 53.28)"
47067,"73.35 (72.45, 74.21)","1.03 (0.88, 1.20)","1.47 (1.28, 1.69)","4.59 (4.12, 5.10)","19.08 (17.68, 20.54)","63.22 (60.37, 65.85)"
47069,"74.65 (74.01, 75.32)","1.10 (0.98, 1.23)","1.44 (1.30, 1.60)","4.39 (4.08, 4.75)","17.29 (16.36, 18.27)","57.35 (55.47, 59.40)"
47071,"73.96 (73.29, 74.63)","0.99 (0.88, 1.11)","1.50 (1.35, 1.68)","4.92 (4.55, 5.31)","18.22 (17.24, 19.24)","59.99 (58.05, 61.97)"
47073,"75.38 (74.86, 75.87)","0.78 (0.70, 0.86)","1.13 (1.03, 1.24)","3.73 (3.48, 3.99)","15.84 (15.16, 16.56)","60.28 (58.68, 61.88)"
47075,"74.64 (73.93, 75.35)","1.19 (1.06, 1.34)","1.41 (1.26, 1.57)","4.44 (4.07, 4.80)","17.26 (16.22, 18.29)","57.23 (55.14, 59.27)"
47077,"74.34 (73.76, 74.94)","0.99 (0.89, 1.12)","1.41 (1.27, 1.56)","4.38 (4.07, 4.70)","17.48 (16.55, 18.41)","60.68 (58.69, 62.69)"
47079,"74.68 (74.11, 75.24)","0.91 (0.81, 1.02)","1.32 (1.19, 1.46)","4.24 (3.92, 4.57)","17.23 (16.42, 18.06)","59.99 (58.27, 61.66)"
47081,"75.16 (74.50, 75.82)","0.84 (0.74, 0.96)","1.17 (1.06, 1.32)","3.76 (3.45, 4.08)","16.73 (15.71, 17.73)","59.44 (57.30, 61.53)"
47083,"75.11 (74.30, 75.97)","0.87 (0.74, 1.02)","1.22 (1.04, 1.40)","3.89 (3.50, 4.36)","16.42 (15.21, 17.70)","59.75 (57.08, 62.32)"
47085,"75.13 (74.48, 75.79)","0.87 (0.76, 1.00)","1.27 (1.13, 1.42)","3.91 (3.58, 4.26)","15.96 (14.99, 16.98)","60.28 (58.17, 62.41)"
47087,"74.03 (73.26, 74.80)","0.91 (0.78, 1.05)","1.39 (1.22, 1.57)","4.57 (4.16, 5.02)","18.38 (17.24, 19.61)","61.02 (58.51, 63.42)"
47089,"76.30 (75.79, 76.77)","0.71 (0.63, 0.80)","1.02 (0.92, 1.12)","3.62 (3.39, 3.86)","14.70 (14.01, 15.44)","57.32 (55.71, 58.98)"
47091,"75.76 (75.09, 76.43)","0.83 (0.73, 0.94)","1.25 (1.10, 1.41)","3.94 (3.61, 4.31)","15.41 (14.55, 16.38)","57.10 (54.89, 59.20)"
47093,"76.83 (76.55, 77.12)","0.65 (0.62, 0.69)","0.77 (0.74, 0.81)","3.23 (3.12, 3.33)","14.76 (14.36, 15.14)","55.85 (54.91, 56.77)"
47095,"72.81 (71.86, 73.73)","1.10 (0.94, 1.28)","1.40 (1.22, 1.61)","4.42 (3.95, 4.91)","21.02 (19.45, 22.71)","64.26 (61.42, 67.04)"
47097,"74.28 (73.66, 74.94)","1.11 (0.99, 1.26)","1.35 (1.21, 1.50)","4.13 (3.83, 4.47)","17.93 (17.00, 18.94)","60.29 (58.37, 62.26)"
47099,"75.33 (74.77, 75.86)","0.80 (0.71, 0.89)","1.25 (1.13, 1.37)","3.92 (3.65, 4.19)","16.21 (15.47, 17.01)","59.07 (57.37, 60.83)"
47101,"74.96 (74.17, 75.72)","0.90 (0.78, 1.04)","1.29 (1.14, 1.47)","3.95 (3.60, 4.33)","16.97 (15.82, 18.20)","59.12 (56.66, 61.60)"
47103,"75.84 (75.27, 76.38)","0.79 (0.70, 0.88)","1.10 (0.99, 1.22)","3.65 (3.37, 3.94)","15.68 (14.88, 16.52)","58.19 (56.42, 59.95)"
47105,"77.92 (77.44, 78.40)","0.65 (0.58, 0.73)","0.93 (0.84, 1.03)","3.20 (2.98, 3.46)","12.79 (12.19, 13.42)","51.79 (50.21, 53.46)"
47111,"74.14 (73.52, 74.76)","0.88 (0.78, 1.00)","1.29 (1.16, 1.45)","4.29 (3.96, 4.64)","17.64 (16.66, 18.63)","63.04 (61.04, 65.05)"
47113,"76.53 (76.08, 76.97)","0.88 (0.81, 0.95)","0.98 (0.91, 1.05)","3.55 (3.37, 3.75)","15.01 (14.43, 15.61)","54.23 (52.78, 55.72)"
47115,"74.61 (74.00, 75.21)","0.83 (0.74, 0.94)","1.31 (1.17, 1.44)","4.06 (3.75, 4.37)","17.69 (16.73, 18.67)","60.65 (58.68, 62.62)"
47117,"76.00 (75.42, 76.58)","0.77 (0.68, 0.87)","1.11 (1.00, 1.24)","3.42 (3.17, 3.67)","15.20 (14.39, 15.98)","58.35 (56.35, 60.27)"
47119,"76.37 (75.91, 76.82)","0.65 (0.59, 0.72)","1.04 (0.96, 1.14)","3.24 (3.05, 3.44)","14.85 (14.20, 15.50)","57.68 (56.18, 59.21)"
47107,"75.34 (74.83, 75.85)","0.74 (0.66, 0.82)","1.18 (1.08, 1.29)","3.93 (3.69, 4.19)","16.17 (15.43, 16.90)","59.61 (57.94, 61.33)"
47109,"73.78 (73.13, 74.41)","1.02 (0.90, 1.15)","1.57 (1.42, 1.76)","4.53 (4.21, 4.88)","18.20 (17.23, 19.18)","62.23 (60.39, 64.31)"
47121,"74.04 (73.22, 74.84)","0.98 (0.84, 1.12)","1.35 (1.18, 1.54)","4.58 (4.15, 5.07)","17.33 (16.18, 18.51)","62.58 (59.87, 65.31)"
47123,"75.76 (75.23, 76.31)","0.82 (0.73, 0.92)","1.21 (1.09, 1.34)","3.84 (3.58, 4.10)","15.44 (14.68, 16.26)","57.47 (55.73, 59.18)"
47125,"76.66 (76.28, 77.06)","0.74 (0.69, 0.79)","0.86 (0.81, 0.92)","2.81 (2.67, 2.96)","14.64 (14.10, 15.19)","57.72 (56.33, 59.08)"
