FIPS,other_resp_mortality,interstitial_lung_mortality,asthma_mortality,other_pneumoconiosis_mortality,coal_pneumoconiosis_mortality,asbestosis_mortality,silicosis_mortality,pneumoconiosis_mortality,COPD_mortality,chronic_respiratory_mortality
26111,"0.57 (0.45, 0.72)","6.42 (4.10, 7.98)","0.82 (0.60, 1.09)","0.22 (0.14, 0.32)","0.03 (0.00, 0.11)","0.34 (0.16, 0.60)","0.01 (0.00, 0.03)","0.60 (0.37, 0.95)","47.05 (43.71, 50.57)","55.46 (52.56, 58.47)"
26113,"0.74 (0.60, 0.91)","6.45 (3.97, 8.69)","0.88 (0.62, 1.24)","0.22 (0.14, 0.33)","0.05 (0.00, 0.20)","0.22 (0.07, 0.51)","0.02 (0.00, 0.07)","0.51 (0.26, 0.95)","59.26 (54.09, 65.21)","67.85 (63.13, 73.15)"
26115,"0.64 (0.51, 0.79)","5.91 (3.64, 7.29)","0.98 (0.76, 1.26)","0.20 (0.13, 0.29)","0.09 (0.03, 0.21)","0.24 (0.13, 0.38)","0.02 (0.01, 0.05)","0.55 (0.35, 0.84)","51.88 (48.88, 55.04)","59.96 (57.14, 63.00)"
26117,"0.75 (0.60, 0.94)","7.30 (4.71, 9.21)","0.92 (0.70, 1.22)","0.23 (0.16, 0.33)","0.02 (0.00, 0.07)","0.12 (0.05, 0.26)","0.01 (0.00, 0.03)","0.38 (0.23, 0.60)","62.57 (58.47, 67.02)","71.92 (68.28, 76.00)"
26119,"0.83 (0.66, 1.04)","6.81 (4.30, 9.01)","1.10 (0.77, 1.56)","0.24 (0.15, 0.38)","0.07 (0.01, 0.27)","0.31 (0.09, 0.73)","0.03 (0.00, 0.09)","0.65 (0.30, 1.29)","67.89 (62.13, 73.59)","77.29 (71.79, 82.87)"
26121,"0.74 (0.59, 0.93)","8.05 (5.14, 9.79)","1.03 (0.81, 1.32)","0.19 (0.13, 0.27)","0.02 (0.01, 0.07)","0.20 (0.11, 0.34)","0.24 (0.13, 0.40)","0.66 (0.44, 0.99)","53.92 (50.75, 57.41)","64.39 (61.62, 67.28)"
26123,"0.77 (0.62, 0.94)","6.71 (4.08, 8.54)","1.20 (0.88, 1.58)","0.22 (0.15, 0.32)","0.06 (0.01, 0.21)","0.31 (0.15, 0.57)","0.06 (0.02, 0.15)","0.66 (0.39, 1.14)","64.02 (59.57, 68.54)","73.35 (69.37, 77.57)"
26125,"0.63 (0.54, 0.75)","5.80 (3.77, 6.76)","0.94 (0.81, 1.11)","0.21 (0.16, 0.28)","0.02 (0.01, 0.04)","0.07 (0.04, 0.10)","0.01 (0.00, 0.02)","0.31 (0.24, 0.40)","38.65 (36.80, 40.84)","46.33 (44.70, 48.10)"
26127,"0.82 (0.64, 1.03)","7.00 (4.20, 9.13)","0.98 (0.70, 1.35)","0.20 (0.13, 0.30)","0.02 (0.00, 0.09)","0.21 (0.07, 0.49)","0.08 (0.02, 0.24)","0.51 (0.26, 1.02)","50.09 (45.83, 54.80)","59.40 (55.81, 63.64)"
26129,"0.82 (0.64, 1.03)","6.11 (3.72, 8.07)","1.29 (0.92, 1.76)","0.25 (0.16, 0.38)","0.08 (0.01, 0.29)","0.36 (0.13, 0.75)","0.02 (0.00, 0.06)","0.70 (0.36, 1.35)","87.45 (81.63, 93.50)","96.38 (90.85, 102.22)"
26131,"0.81 (0.61, 1.07)","5.57 (3.48, 7.50)","1.11 (0.76, 1.58)","0.22 (0.13, 0.34)","0.01 (0.00, 0.08)","0.27 (0.07, 0.74)","0.03 (0.00, 0.14)","0.54 (0.26, 1.21)","34.05 (29.31, 38.96)","42.08 (38.01, 46.35)"
26133,"0.79 (0.61, 0.99)","7.26 (4.46, 9.37)","0.93 (0.67, 1.28)","0.23 (0.15, 0.35)","0.06 (0.01, 0.24)","0.16 (0.06, 0.36)","0.02 (0.00, 0.06)","0.47 (0.26, 0.89)","63.40 (58.15, 69.03)","72.85 (68.08, 77.88)"
26135,"0.82 (0.66, 1.02)","5.92 (3.63, 8.05)","1.10 (0.78, 1.54)","0.24 (0.15, 0.36)","0.09 (0.01, 0.39)","0.44 (0.13, 1.04)","0.03 (0.00, 0.11)","0.80 (0.35, 1.80)","62.00 (55.93, 68.29)","70.65 (65.00, 76.26)"
26137,"0.74 (0.58, 0.95)","6.28 (3.85, 8.18)","0.94 (0.65, 1.31)","0.21 (0.13, 0.32)","0.04 (0.00, 0.19)","0.23 (0.07, 0.50)","0.02 (0.00, 0.06)","0.50 (0.25, 0.95)","60.72 (55.94, 65.54)","69.19 (64.82, 73.72)"
26139,"0.58 (0.45, 0.73)","6.34 (4.08, 7.56)","0.84 (0.67, 1.08)","0.19 (0.13, 0.28)","0.01 (0.00, 0.03)","0.07 (0.03, 0.12)","0.02 (0.01, 0.04)","0.28 (0.18, 0.42)","31.42 (29.19, 34.19)","39.46 (37.58, 41.55)"
26141,"0.81 (0.60, 1.09)","6.78 (4.11, 9.04)","0.87 (0.59, 1.22)","0.23 (0.14, 0.35)","0.20 (0.03, 0.66)","0.37 (0.15, 0.76)","0.03 (0.01, 0.11)","0.83 (0.38, 1.74)","44.00 (39.45, 49.08)","53.29 (48.95, 57.51)"
26143,"0.82 (0.65, 1.03)","6.80 (4.30, 8.75)","1.18 (0.84, 1.64)","0.24 (0.15, 0.36)","0.05 (0.01, 0.18)","0.18 (0.07, 0.37)","0.02 (0.00, 0.04)","0.48 (0.28, 0.85)","70.20 (65.23, 75.42)","79.48 (75.03, 84.09)"
26145,"0.77 (0.61, 0.96)","6.70 (4.35, 8.10)","1.48 (1.20, 1.83)","0.25 (0.17, 0.34)","0.05 (0.01, 0.14)","0.34 (0.19, 0.54)","0.02 (0.01, 0.05)","0.66 (0.45, 0.95)","54.95 (51.94, 58.33)","64.55 (61.83, 67.37)"
26147,"0.60 (0.46, 0.79)","6.65 (4.19, 8.22)","1.23 (0.93, 1.59)","0.24 (0.15, 0.36)","0.02 (0.00, 0.08)","0.17 (0.08, 0.33)","0.01 (0.00, 0.04)","0.44 (0.27, 0.73)","60.04 (56.73, 63.57)","68.96 (66.05, 72.06)"
26149,"0.86 (0.65, 1.11)","5.58 (3.54, 7.14)","1.06 (0.79, 1.41)","0.23 (0.15, 0.33)","0.03 (0.01, 0.11)","0.14 (0.06, 0.29)","0.02 (0.01, 0.05)","0.43 (0.26, 0.72)","58.16 (54.39, 62.27)","66.10 (62.55, 69.59)"
26151,"0.73 (0.53, 0.96)","6.33 (3.99, 7.97)","1.27 (0.93, 1.69)","0.26 (0.16, 0.42)","0.03 (0.00, 0.10)","0.13 (0.04, 0.29)","0.01 (0.00, 0.03)","0.42 (0.25, 0.73)","55.00 (50.96, 59.09)","63.75 (59.94, 67.37)"
26153,"0.79 (0.59, 1.02)","7.40 (4.73, 10.02)","0.98 (0.66, 1.43)","0.24 (0.15, 0.36)","0.02 (0.00, 0.13)","0.14 (0.04, 0.37)","0.02 (0.00, 0.07)","0.42 (0.22, 0.82)","50.72 (44.90, 57.00)","60.31 (55.35, 65.48)"
26155,"0.71 (0.55, 0.89)","6.47 (4.17, 8.10)","0.93 (0.68, 1.25)","0.24 (0.16, 0.34)","0.02 (0.00, 0.08)","0.11 (0.04, 0.23)","0.01 (0.00, 0.03)","0.37 (0.24, 0.60)","59.69 (55.93, 63.96)","68.18 (64.90, 71.80)"
26157,"0.76 (0.60, 0.95)","6.39 (3.93, 8.14)","1.15 (0.85, 1.48)","0.27 (0.18, 0.39)","0.03 (0.00, 0.10)","0.16 (0.06, 0.32)","0.01 (0.00, 0.04)","0.46 (0.29, 0.77)","53.68 (49.67, 57.76)","62.43 (59.01, 66.08)"
26159,"0.76 (0.56, 1.02)","5.66 (3.72, 7.13)","1.03 (0.78, 1.33)","0.22 (0.15, 0.32)","0.02 (0.00, 0.08)","0.13 (0.05, 0.24)","0.02 (0.01, 0.05)","0.39 (0.24, 0.62)","58.62 (54.71, 62.25)","66.47 (62.96, 70.08)"
26161,"0.60 (0.48, 0.77)","5.98 (3.85, 7.18)","0.96 (0.76, 1.19)","0.19 (0.13, 0.27)","0.02 (0.00, 0.06)","0.17 (0.09, 0.28)","0.01 (0.00, 0.03)","0.39 (0.27, 0.57)","33.50 (31.24, 36.08)","41.44 (39.55, 43.34)"
26163,"0.83 (0.72, 0.95)","5.16 (3.41, 5.95)","1.82 (1.63, 2.06)","0.19 (0.15, 0.25)","0.02 (0.01, 0.05)","0.11 (0.07, 0.14)","0.02 (0.01, 0.03)","0.34 (0.26, 0.44)","45.33 (43.44, 47.26)","53.48 (51.82, 55.19)"
26165,"0.78 (0.60, 0.99)","7.08 (4.36, 9.23)","0.99 (0.70, 1.38)","0.22 (0.15, 0.33)","0.06 (0.01, 0.26)","0.23 (0.09, 0.49)","0.05 (0.01, 0.14)","0.56 (0.30, 1.08)","65.29 (60.72, 70.47)","74.71 (70.44, 79.31)"
27,"0.75 (0.68, 0.83)","5.75 (3.69, 6.58)","1.19 (1.06, 1.36)","0.18 (0.15, 0.22)","0.01 (0.00, 0.01)","0.20 (0.17, 0.24)","0.03 (0.02, 0.06)","0.42 (0.37, 0.49)","39.23 (37.74, 41.24)","47.34 (45.88, 48.98)"
27001,"0.84 (0.67, 1.05)","5.30 (3.34, 6.91)","1.32 (0.95, 1.78)","0.18 (0.12, 0.27)","0.01 (0.00, 0.03)","0.23 (0.08, 0.52)","0.03 (0.00, 0.08)","0.44 (0.24, 0.80)","35.25 (32.01, 38.59)","43.15 (40.26, 46.37)"
27003,"0.73 (0.59, 0.90)","5.90 (3.76, 7.20)","1.09 (0.85, 1.41)","0.17 (0.12, 0.25)","0.01 (0.00, 0.02)","0.27 (0.15, 0.45)","0.04 (0.01, 0.10)","0.49 (0.31, 0.75)","42.08 (39.43, 44.84)","50.28 (47.90, 52.82)"
27005,"0.74 (0.58, 0.92)","5.17 (3.22, 6.79)","1.48 (1.08, 2.02)","0.17 (0.11, 0.25)","0.01 (0.00, 0.03)","0.07 (0.02, 0.17)","0.01 (0.00, 0.04)","0.25 (0.15, 0.43)","44.84 (41.04, 49.06)","52.48 (48.92, 56.09)"
27007,"0.86 (0.66, 1.09)","7.92 (5.16, 10.10)","1.48 (1.07, 2.03)","0.19 (0.12, 0.29)","0.01 (0.00, 0.06)","0.20 (0.07, 0.48)","0.02 (0.00, 0.07)","0.43 (0.23, 0.81)","53.86 (49.72, 58.40)","64.54 (60.40, 68.61)"
27009,"0.85 (0.63, 1.12)","5.48 (3.31, 7.19)","1.04 (0.71, 1.47)","0.19 (0.11, 0.28)","0.03 (0.00, 0.14)","0.37 (0.15, 0.73)","0.17 (0.05, 0.42)","0.76 (0.37, 1.42)","40.08 (36.06, 43.99)","48.21 (44.70, 51.81)"
27011,"0.77 (0.59, 0.97)","4.68 (2.84, 6.38)","1.25 (0.83, 1.78)","0.19 (0.12, 0.28)","0.01 (0.00, 0.07)","0.15 (0.04, 0.43)","0.07 (0.01, 0.28)","0.42 (0.19, 0.98)","32.94 (28.04, 38.03)","40.07 (35.76, 44.58)"
27013,"0.72 (0.54, 0.93)","5.21 (3.30, 6.68)","1.21 (0.90, 1.60)","0.16 (0.10, 0.23)","0.00 (0.00, 0.02)","0.11 (0.04, 0.25)","0.03 (0.01, 0.08)","0.30 (0.17, 0.52)","40.84 (37.40, 44.21)","48.28 (45.19, 51.60)"
27015,"0.72 (0.54, 0.95)","4.74 (2.93, 6.14)","1.21 (0.88, 1.62)","0.17 (0.11, 0.27)","0.00 (0.00, 0.02)","0.09 (0.02, 0.22)","0.02 (0.00, 0.06)","0.28 (0.16, 0.50)","37.68 (34.16, 41.29)","44.63 (41.40, 47.79)"
27017,"0.77 (0.58, 1.00)","6.37 (4.08, 8.25)","1.49 (1.03, 2.08)","0.21 (0.13, 0.34)","0.01 (0.00, 0.05)","1.37 (0.65, 2.50)","0.05 (0.01, 0.16)","1.64 (0.84, 2.93)","46.34 (42.05, 50.86)","56.61 (53.14, 60.49)"
27019,"0.56 (0.43, 0.71)","4.44 (2.72, 5.84)","0.98 (0.70, 1.36)","0.17 (0.11, 0.26)","0.00 (0.00, 0.02)","0.14 (0.05, 0.34)","0.03 (0.01, 0.11)","0.35 (0.19, 0.69)","33.24 (30.39, 36.35)","39.58 (37.19, 42.19)"
27021,"0.87 (0.70, 1.08)","6.34 (4.11, 8.24)","1.25 (0.93, 1.67)","0.19 (0.13, 0.29)","0.01 (0.00, 0.03)","0.20 (0.07, 0.44)","0.03 (0.01, 0.11)","0.44 (0.24, 0.81)","45.68 (41.71, 49.60)","54.58 (51.17, 58.23)"
27023,"0.82 (0.63, 1.06)","5.43 (3.25, 7.41)","1.55 (1.07, 2.18)","0.19 (0.12, 0.31)","0.01 (0.00, 0.03)","0.09 (0.02, 0.27)","0.03 (0.00, 0.10)","0.32 (0.16, 0.63)","43.39 (38.56, 48.30)","51.51 (47.36, 56.08)"
27025,"0.72 (0.57, 0.91)","5.27 (3.20, 6.82)","0.99 (0.72, 1.36)","0.18 (0.12, 0.28)","0.01 (0.00, 0.03)","0.37 (0.13, 0.83)","0.04 (0.01, 0.11)","0.59 (0.30, 1.15)","41.87 (38.36, 45.44)","49.45 (46.15, 52.73)"
27027,"0.76 (0.59, 0.97)","5.15 (3.25, 6.51)","1.13 (0.82, 1.52)","0.16 (0.10, 0.24)","0.01 (0.00, 0.04)","0.10 (0.03, 0.25)","0.02 (0.00, 0.08)","0.29 (0.16, 0.54)","38.93 (35.76, 42.38)","46.25 (43.32, 49.25)"
27029,"0.87 (0.66, 1.11)","6.56 (4.05, 8.70)","1.56 (1.05, 2.24)","0.20 (0.12, 0.33)","0.01 (0.00, 0.07)","0.15 (0.03, 0.46)","0.02 (0.00, 0.09)","0.39 (0.19, 0.87)","49.48 (43.81, 55.27)","58.86 (54.02, 64.31)"
27031,"0.63 (0.46, 0.83)","5.54 (3.28, 7.91)","0.97 (0.60, 1.52)","0.21 (0.11, 0.35)","0.01 (0.00, 0.05)","0.16 (0.03, 0.58)","0.02 (0.00, 0.10)","0.40 (0.18, 0.94)","28.00 (23.22, 32.94)","35.54 (31.42, 39.77)"
27033,"0.76 (0.59, 0.99)","4.86 (3.00, 6.42)","1.05 (0.74, 1.44)","0.17 (0.11, 0.26)","0.00 (0.00, 0.02)","0.05 (0.01, 0.16)","0.01 (0.00, 0.05)","0.24 (0.13, 0.43)","27.40 (23.97, 30.96)","34.30 (31.42, 37.52)"
27035,"0.87 (0.65, 1.15)","6.10 (3.84, 7.78)","1.26 (0.92, 1.69)","0.19 (0.11, 0.29)","0.01 (0.00, 0.04)","0.18 (0.06, 0.38)","0.02 (0.00, 0.06)","0.39 (0.21, 0.68)","40.47 (37.34, 43.80)","49.09 (46.36, 52.06)"
27037,"0.61 (0.50, 0.76)","5.42 (3.47, 6.52)","0.99 (0.79, 1.25)","0.17 (0.12, 0.24)","0.00 (0.00, 0.01)","0.27 (0.15, 0.45)","0.03 (0.01, 0.07)","0.47 (0.32, 0.69)","33.69 (31.58, 36.09)","41.18 (39.28, 43.19)"
27039,"0.67 (0.51, 0.84)","5.45 (3.40, 7.45)","1.16 (0.78, 1.64)","0.16 (0.10, 0.25)","0.00 (0.00, 0.02)","0.07 (0.02, 0.22)","0.03 (0.00, 0.11)","0.27 (0.14, 0.51)","42.38 (38.29, 46.64)","49.93 (46.01, 53.55)"
27041,"0.72 (0.55, 0.91)","6.00 (3.72, 7.67)","1.20 (0.87, 1.61)","0.17 (0.11, 0.24)","0.01 (0.00, 0.04)","0.11 (0.03, 0.24)","0.03 (0.01, 0.11)","0.31 (0.18, 0.59)","33.78 (30.36, 37.06)","42.01 (39.13, 44.93)"
27043,"0.72 (0.55, 0.90)","4.58 (2.81, 6.14)","1.39 (0.96, 1.93)","0.17 (0.11, 0.26)","0.01 (0.00, 0.03)","0.09 (0.03, 0.24)","0.02 (0.00, 0.07)","0.29 (0.16, 0.51)","44.93 (40.87, 48.93)","51.91 (48.22, 55.70)"
27045,"0.79 (0.63, 0.99)","6.07 (3.78, 7.89)","1.03 (0.74, 1.45)","0.17 (0.11, 0.26)","0.00 (0.00, 0.02)","0.05 (0.02, 0.14)","0.02 (0.00, 0.06)","0.25 (0.15, 0.41)","38.12 (34.28, 42.12)","46.26 (43.02, 49.47)"
27047,"0.69 (0.52, 0.90)","6.42 (4.09, 8.17)","1.19 (0.87, 1.61)","0.15 (0.10, 0.23)","0.01 (0.00, 0.03)","0.09 (0.03, 0.21)","0.03 (0.01, 0.10)","0.28 (0.16, 0.51)","38.32 (34.87, 42.03)","46.91 (44.06, 50.40)"
27049,"0.66 (0.52, 0.82)","5.29 (3.37, 6.86)","1.38 (1.03, 1.85)","0.18 (0.13, 0.27)","0.00 (0.00, 0.02)","0.13 (0.05, 0.31)","0.03 (0.01, 0.10)","0.35 (0.21, 0.64)","40.15 (36.98, 43.68)","47.84 (44.99, 51.05)"
27051,"0.77 (0.59, 0.98)","4.83 (2.91, 6.57)","1.28 (0.89, 1.87)","0.17 (0.11, 0.28)","0.01 (0.00, 0.04)","0.09 (0.02, 0.26)","0.03 (0.00, 0.11)","0.30 (0.16, 0.60)","37.26 (32.23, 42.43)","44.44 (40.35, 49.42)"
27053,"0.74 (0.63, 0.87)","5.73 (3.73, 6.70)","1.16 (0.99, 1.42)","0.17 (0.13, 0.23)","0.00 (0.00, 0.01)","0.16 (0.10, 0.23)","0.02 (0.01, 0.04)","0.36 (0.26, 0.47)","38.00 (35.93, 40.35)","45.99 (44.17, 48.03)"
27055,"0.82 (0.64, 1.03)","5.71 (3.55, 7.51)","0.91 (0.64, 1.30)","0.17 (0.11, 0.26)","0.01 (0.00, 0.03)","0.07 (0.02, 0.18)","0.02 (0.00, 0.06)","0.26 (0.15, 0.46)","35.25 (31.72, 38.93)","42.95 (39.90, 46.15)"
27057,"0.75 (0.57, 0.97)","6.43 (3.94, 8.57)","1.44 (0.98, 2.04)","0.17 (0.11, 0.26)","0.01 (0.00, 0.06)","0.12 (0.03, 0.37)","0.02 (0.00, 0.09)","0.32 (0.16, 0.70)","41.67 (37.31, 46.06)","50.60 (46.99, 54.40)"
27059,"0.76 (0.58, 0.97)","5.28 (3.34, 6.85)","1.17 (0.84, 1.63)","0.21 (0.13, 0.32)","0.01 (0.00, 0.03)","0.21 (0.06, 0.50)","0.03 (0.00, 0.09)","0.45 (0.23, 0.85)","42.66 (38.44, 46.64)","50.33 (46.70, 54.05)"
27061,"0.78 (0.58, 1.03)","7.16 (4.50, 8.91)","1.64 (1.22, 2.19)","0.20 (0.13, 0.30)","0.01 (0.00, 0.04)","0.25 (0.09, 0.56)","0.03 (0.01, 0.10)","0.50 (0.27, 0.89)","42.92 (39.35, 46.72)","53.00 (49.89, 56.39)"
27063,"0.76 (0.60, 0.96)","5.20 (3.21, 7.00)","1.00 (0.69, 1.38)","0.16 (0.10, 0.23)","0.00 (0.00, 0.02)","0.06 (0.01, 0.15)","0.01 (0.00, 0.03)","0.23 (0.13, 0.41)","39.48 (35.40, 43.84)","46.67 (42.89, 50.58)"
27065,"0.85 (0.64, 1.09)","4.94 (3.01, 6.64)","1.32 (0.91, 1.87)","0.22 (0.14, 0.34)","0.01 (0.00, 0.05)","0.21 (0.05, 0.61)","0.03 (0.00, 0.12)","0.47 (0.24, 1.01)","43.12 (38.59, 47.71)","50.70 (46.66, 55.00)"
27067,"0.82 (0.64, 1.05)","5.55 (3.53, 7.12)","1.41 (1.04, 1.86)","0.18 (0.11, 0.27)","0.01 (0.00, 0.03)","0.12 (0.04, 0.29)","0.03 (0.01, 0.09)","0.33 (0.18, 0.61)","34.97 (31.68, 38.27)","43.08 (40.27, 46.22)"
27069,"0.79 (0.55, 1.07)","4.13 (2.32, 5.98)","1.50 (0.86, 2.30)","0.23 (0.12, 0.40)","0.02 (0.00, 0.13)","0.11 (0.02, 0.40)","0.02 (0.00, 0.09)","0.37 (0.16, 0.93)","42.34 (36.01, 48.55)","49.13 (43.68, 54.91)"
27071,"0.79 (0.57, 1.08)","5.57 (3.43, 7.40)","1.12 (0.74, 1.61)","0.21 (0.12, 0.34)","0.01 (0.00, 0.07)","0.43 (0.11, 1.18)","0.03 (0.00, 0.11)","0.69 (0.29, 1.56)","43.23 (38.62, 47.85)","51.40 (47.52, 55.52)"
27073,"0.76 (0.58, 0.96)","4.82 (2.97, 6.44)","1.21 (0.81, 1.74)","0.18 (0.11, 0.28)","0.01 (0.00, 0.04)","0.11 (0.03, 0.28)","0.05 (0.01, 0.18)","0.35 (0.17, 0.72)","27.90 (24.22, 31.78)","35.03 (31.98, 38.51)"
27075,"0.75 (0.56, 0.96)","5.89 (3.50, 8.00)","1.17 (0.78, 1.69)","0.20 (0.12, 0.30)","0.01 (0.00, 0.05)","0.32 (0.08, 0.92)","0.02 (0.00, 0.10)","0.55 (0.24, 1.28)","41.92 (37.04, 46.90)","50.28 (46.22, 54.73)"
27077,"0.84 (0.58, 1.17)","5.29 (3.12, 7.68)","1.39 (0.78, 2.19)","0.26 (0.13, 0.47)","0.03 (0.00, 0.22)","0.45 (0.06, 1.65)","0.04 (0.00, 0.20)","0.78 (0.26, 2.43)","34.98 (28.68, 41.64)","43.28 (37.68, 49.10)"
27079,"0.70 (0.53, 0.89)","5.44 (3.40, 7.16)","0.96 (0.68, 1.32)","0.18 (0.12, 0.27)","0.01 (0.00, 0.03)","0.17 (0.06, 0.40)","0.09 (0.02, 0.25)","0.44 (0.23, 0.87)","30.25 (26.87, 33.80)","37.79 (34.97, 40.81)"
27081,"0.82 (0.64, 1.07)","4.75 (2.87, 6.39)","1.22 (0.85, 1.71)","0.17 (0.11, 0.28)","0.01 (0.00, 0.04)","0.07 (0.02, 0.22)","0.02 (0.00, 0.10)","0.28 (0.14, 0.56)","38.38 (33.80, 43.52)","45.46 (41.23, 50.24)"
27083,"0.76 (0.57, 0.98)","5.19 (3.06, 6.87)","1.08 (0.76, 1.52)","0.17 (0.10, 0.26)","0.00 (0.00, 0.02)","0.05 (0.01, 0.15)","0.01 (0.00, 0.06)","0.24 (0.14, 0.45)","45.18 (40.84, 49.32)","52.44 (48.76, 56.27)"
27087,"0.89 (0.61, 1.25)","7.70 (4.65, 10.70)","1.52 (0.96, 2.27)","0.19 (0.10, 0.33)","0.01 (0.00, 0.05)","0.05 (0.01, 0.18)","0.01 (0.00, 0.07)","0.26 (0.13, 0.57)","47.45 (40.37, 54.98)","57.82 (51.71, 64.12)"
27089,"0.69 (0.54, 0.87)","3.91 (2.35, 5.19)","1.09 (0.76, 1.51)","0.19 (0.12, 0.30)","0.01 (0.00, 0.04)","0.10 (0.03, 0.26)","0.01 (0.00, 0.04)","0.31 (0.17, 0.55)","32.59 (28.81, 36.48)","38.59 (34.98, 42.29)"
27091,"0.73 (0.54, 0.96)","5.34 (3.25, 6.96)","1.19 (0.85, 1.66)","0.17 (0.11, 0.25)","0.01 (0.00, 0.03)","0.12 (0.03, 0.30)","0.02 (0.00, 0.06)","0.31 (0.17, 0.58)","35.60 (31.96, 39.30)","43.17 (40.29, 46.63)"
27085,"0.85 (0.65, 1.11)","5.39 (3.40, 6.95)","1.51 (1.07, 2.03)","0.20 (0.12, 0.30)","0.01 (0.00, 0.03)","0.09 (0.03, 0.25)","0.03 (0.00, 0.09)","0.32 (0.18, 0.59)","34.74 (31.21, 38.17)","42.82 (39.87, 45.98)"
27093,"0.87 (0.66, 1.13)","6.34 (3.88, 8.43)","1.45 (1.01, 2.03)","0.19 (0.12, 0.28)","0.01 (0.00, 0.04)","0.11 (0.03, 0.30)","0.03 (0.00, 0.12)","0.33 (0.18, 0.66)","47.93 (43.45, 52.56)","56.93 (52.92, 60.86)"
27095,"0.92 (0.72, 1.14)","7.86 (4.91, 10.24)","1.61 (1.19, 2.13)","0.23 (0.15, 0.35)","0.01 (0.00, 0.04)","0.20 (0.06, 0.48)","0.03 (0.01, 0.10)","0.47 (0.26, 0.87)","51.70 (47.13, 56.55)","62.56 (58.73, 67.05)"
27097,"0.85 (0.65, 1.08)","4.87 (2.97, 6.29)","1.06 (0.77, 1.44)","0.19 (0.13, 0.28)","0.01 (0.00, 0.05)","0.18 (0.06, 0.41)","0.06 (0.01, 0.17)","0.44 (0.24, 0.84)","38.75 (35.30, 42.10)","45.97 (42.89, 48.95)"
27099,"0.74 (0.59, 0.90)","5.92 (3.82, 7.43)","1.12 (0.83, 1.51)","0.15 (0.10, 0.22)","0.00 (0.00, 0.02)","0.05 (0.02, 0.12)","0.02 (0.00, 0.07)","0.23 (0.14, 0.38)","37.01 (33.88, 40.08)","45.02 (42.31, 47.65)"
27101,"0.77 (0.60, 0.98)","4.85 (2.95, 6.50)","0.94 (0.63, 1.34)","0.18 (0.11, 0.28)","0.01 (0.00, 0.03)","0.05 (0.01, 0.16)","0.01 (0.00, 0.06)","0.25 (0.14, 0.46)","40.99 (36.60, 45.64)","47.80 (43.80, 52.18)"
27103,"0.75 (0.56, 1.00)","5.24 (3.18, 6.89)","1.10 (0.78, 1.53)","0.17 (0.11, 0.27)","0.01 (0.00, 0.03)","0.17 (0.05, 0.42)","0.07 (0.01, 0.23)","0.42 (0.20, 0.88)","33.84 (30.35, 37.76)","41.35 (38.14, 44.80)"
27105,"0.74 (0.58, 0.94)","4.90 (3.08, 6.53)","1.32 (0.92, 1.85)","0.16 (0.10, 0.25)","0.00 (0.00, 0.02)","0.03 (0.01, 0.10)","0.01 (0.00, 0.04)","0.21 (0.12, 0.36)","40.21 (36.44, 43.88)","47.38 (43.84, 50.71)"
27107,"0.78 (0.59, 0.99)","5.20 (3.17, 7.10)","1.34 (0.93, 1.94)","0.19 (0.12, 0.30)","0.01 (0.00, 0.06)","0.09 (0.02, 0.25)","0.02 (0.00, 0.07)","0.31 (0.16, 0.60)","39.63 (34.83, 45.00)","47.26 (43.22, 52.22)"
27109,"0.70 (0.54, 0.89)","5.92 (3.80, 7.23)","1.05 (0.80, 1.36)","0.14 (0.09, 0.21)","0.00 (0.00, 0.01)","0.06 (0.02, 0.14)","0.02 (0.00, 0.06)","0.22 (0.14, 0.37)","33.69 (31.14, 36.63)","41.58 (39.29, 44.10)"
27111,"0.71 (0.55, 0.90)","5.36 (3.38, 6.83)","1.20 (0.90, 1.57)","0.17 (0.11, 0.25)","0.01 (0.00, 0.03)","0.08 (0.03, 0.17)","0.02 (0.00, 0.06)","0.27 (0.17, 0.44)","40.16 (36.85, 43.22)","47.71 (44.84, 50.68)"
27113,"0.75 (0.56, 1.01)","6.72 (3.99, 8.88)","1.54 (0.99, 2.15)","0.22 (0.13, 0.36)","0.01 (0.00, 0.07)","0.12 (0.03, 0.33)","0.02 (0.00, 0.07)","0.36 (0.19, 0.75)","44.06 (38.81, 49.33)","53.43 (48.93, 57.91)"
27115,"0.86 (0.68, 1.07)","4.87 (3.01, 6.27)","1.27 (0.91, 1.69)","0.20 (0.13, 0.30)","0.01 (0.00, 0.04)","0.60 (0.24, 1.25)","0.05 (0.01, 0.14)","0.86 (0.44, 1.65)","48.07 (44.15, 52.00)","55.93 (52.20, 59.69)"
27117,"0.83 (0.65, 1.05)","4.79 (2.94, 6.40)","1.14 (0.82, 1.58)","0.19 (0.12, 0.29)","0.01 (0.00, 0.04)","0.06 (0.02, 0.18)","0.03 (0.00, 0.12)","0.29 (0.16, 0.56)","46.05 (41.59, 50.76)","53.10 (48.80, 57.54)"
27119,"0.76 (0.59, 0.99)","5.31 (3.41, 6.84)","1.41 (1.03, 1.89)","0.20 (0.13, 0.30)","0.01 (0.00, 0.05)","0.09 (0.03, 0.21)","0.02 (0.00, 0.06)","0.31 (0.18, 0.57)","44.72 (40.88, 48.58)","52.52 (49.09, 56.04)"
