FIPS,other_resp_mortality,interstitial_lung_mortality,asthma_mortality,other_pneumoconiosis_mortality,coal_pneumoconiosis_mortality,asbestosis_mortality,silicosis_mortality,pneumoconiosis_mortality,COPD_mortality,chronic_respiratory_mortality
2188,"0.76 (0.46, 1.22)","6.95 (3.79, 11.21)","1.24 (0.62, 2.21)","0.23 (0.07, 0.55)","0.04 (0.00, 0.31)","0.08 (0.01, 0.30)","0.03 (0.00, 0.20)","0.37 (0.09, 1.11)","54.06 (45.27, 63.86)","63.38 (55.41, 72.51)"
2195,"1.09 (0.60, 1.86)","6.85 (4.05, 9.71)","1.97 (1.22, 3.03)","0.18 (0.05, 0.45)","0.04 (0.00, 0.36)","0.18 (0.02, 0.69)","0.03 (0.00, 0.19)","0.43 (0.10, 1.43)","45.16 (39.62, 51.14)","55.50 (50.73, 60.40)"
2198,"1.09 (0.60, 1.86)","6.85 (4.05, 9.71)","1.97 (1.22, 3.03)","0.18 (0.05, 0.45)","0.04 (0.00, 0.36)","0.18 (0.02, 0.69)","0.03 (0.00, 0.19)","0.43 (0.10, 1.43)","45.16 (39.62, 51.14)","55.50 (50.73, 60.40)"
2220,"0.96 (0.55, 1.54)","8.18 (4.62, 12.06)","2.09 (1.13, 3.56)","0.18 (0.05, 0.48)","0.06 (0.00, 0.45)","0.15 (0.01, 0.68)","0.03 (0.00, 0.23)","0.42 (0.09, 1.51)","41.13 (33.47, 49.22)","52.76 (46.70, 59.22)"
2230,"0.86 (0.53, 1.30)","6.13 (3.60, 8.99)","1.69 (1.07, 2.57)","0.17 (0.06, 0.42)","0.02 (0.00, 0.18)","0.10 (0.01, 0.35)","0.02 (0.00, 0.14)","0.31 (0.09, 0.87)","29.58 (23.09, 36.21)","38.57 (32.57, 44.62)"
2240,"0.88 (0.60, 1.25)","4.79 (2.88, 6.98)","1.29 (0.74, 1.95)","0.21 (0.08, 0.44)","0.05 (0.00, 0.39)","0.25 (0.03, 0.88)","0.03 (0.00, 0.20)","0.54 (0.15, 1.73)","35.07 (28.69, 41.90)","42.57 (37.18, 49.02)"
2261,"0.92 (0.66, 1.27)","5.30 (3.23, 7.48)","1.34 (0.84, 2.02)","0.20 (0.08, 0.41)","0.03 (0.00, 0.19)","0.13 (0.02, 0.40)","0.02 (0.00, 0.15)","0.38 (0.14, 0.92)","43.73 (37.54, 50.20)","51.66 (46.05, 57.86)"
2275,"1.09 (0.60, 1.86)","6.85 (4.05, 9.71)","1.97 (1.22, 3.03)","0.18 (0.05, 0.45)","0.04 (0.00, 0.36)","0.18 (0.02, 0.69)","0.03 (0.00, 0.19)","0.43 (0.10, 1.43)","45.16 (39.62, 51.14)","55.50 (50.73, 60.40)"
2282,"0.86 (0.53, 1.30)","6.13 (3.60, 8.99)","1.69 (1.07, 2.57)","0.17 (0.06, 0.42)","0.02 (0.00, 0.18)","0.10 (0.01, 0.35)","0.02 (0.00, 0.14)","0.31 (0.09, 0.87)","29.58 (23.09, 36.21)","38.57 (32.57, 44.62)"
2290,"0.94 (0.62, 1.38)","6.04 (3.57, 8.63)","1.23 (0.74, 1.88)","0.18 (0.06, 0.40)","0.04 (0.00, 0.24)","0.11 (0.02, 0.37)","0.02 (0.00, 0.12)","0.35 (0.10, 0.97)","52.58 (45.36, 59.59)","61.13 (55.14, 67.60)"
4,"0.65 (0.59, 0.72)","4.91 (3.15, 5.61)","1.09 (0.98, 1.23)","0.11 (0.09, 0.13)","0.02 (0.01, 0.04)","0.13 (0.09, 0.15)","0.03 (0.02, 0.04)","0.28 (0.24, 0.34)","45.00 (43.39, 46.80)","51.93 (50.48, 53.55)"
4001,"0.94 (0.70, 1.27)","13.77 (9.10, 16.51)","1.20 (0.92, 1.56)","0.30 (0.17, 0.52)","0.41 (0.15, 0.89)","0.34 (0.17, 0.57)","0.36 (0.18, 0.61)","1.41 (0.80, 2.31)","32.99 (29.21, 37.57)","50.32 (47.51, 53.49)"
4003,"0.72 (0.55, 0.90)","4.29 (2.75, 5.36)","0.86 (0.65, 1.11)","0.16 (0.10, 0.24)","0.04 (0.01, 0.11)","0.21 (0.11, 0.36)","0.06 (0.02, 0.13)","0.47 (0.28, 0.76)","42.90 (40.35, 45.47)","49.23 (46.88, 51.72)"
4005,"0.75 (0.59, 0.95)","7.13 (4.52, 8.87)","1.06 (0.80, 1.37)","0.19 (0.13, 0.28)","0.05 (0.01, 0.19)","0.20 (0.09, 0.39)","0.04 (0.01, 0.10)","0.49 (0.28, 0.92)","37.07 (33.91, 40.48)","46.49 (43.92, 49.23)"
4007,"0.86 (0.69, 1.07)","5.14 (3.23, 6.59)","1.20 (0.90, 1.58)","0.16 (0.11, 0.23)","0.03 (0.01, 0.11)","0.14 (0.06, 0.26)","0.09 (0.03, 0.19)","0.42 (0.25, 0.72)","62.01 (58.09, 65.99)","69.64 (66.04, 73.08)"
4009,"0.79 (0.64, 0.98)","5.58 (3.55, 7.19)","1.19 (0.89, 1.58)","0.17 (0.11, 0.25)","0.03 (0.00, 0.09)","0.13 (0.05, 0.27)","0.07 (0.02, 0.17)","0.40 (0.22, 0.71)","49.28 (45.01, 53.44)","57.24 (53.56, 61.03)"
4011,"0.65 (0.51, 0.82)","4.86 (2.96, 6.87)","0.95 (0.64, 1.37)","0.20 (0.12, 0.31)","0.10 (0.01, 0.41)","0.26 (0.09, 0.59)","1.15 (0.38, 2.58)","1.71 (0.67, 3.72)","46.88 (40.83, 53.03)","55.05 (49.91, 60.67)"
4012,"0.61 (0.49, 0.74)","4.03 (2.56, 4.92)","0.92 (0.73, 1.14)","0.11 (0.08, 0.16)","0.02 (0.00, 0.05)","0.17 (0.09, 0.27)","0.02 (0.01, 0.04)","0.32 (0.20, 0.48)","39.20 (37.17, 41.27)","45.08 (43.24, 46.90)"
4013,"0.61 (0.54, 0.70)","4.76 (3.04, 5.50)","1.04 (0.90, 1.20)","0.07 (0.06, 0.10)","0.02 (0.01, 0.03)","0.10 (0.07, 0.13)","0.02 (0.01, 0.03)","0.21 (0.16, 0.27)","44.59 (42.83, 46.55)","51.21 (49.65, 52.98)"
4015,"0.87 (0.72, 1.06)","4.58 (2.87, 5.52)","1.11 (0.88, 1.38)","0.17 (0.13, 0.24)","0.02 (0.01, 0.06)","0.15 (0.08, 0.22)","0.03 (0.01, 0.06)","0.38 (0.27, 0.53)","65.04 (62.19, 68.12)","71.97 (69.14, 74.81)"
4017,"0.95 (0.73, 1.23)","6.74 (4.28, 8.32)","1.12 (0.84, 1.45)","0.19 (0.12, 0.29)","0.05 (0.01, 0.14)","0.10 (0.04, 0.17)","0.04 (0.01, 0.10)","0.38 (0.22, 0.64)","41.74 (38.65, 45.02)","50.93 (48.27, 53.61)"
4019,"0.63 (0.54, 0.74)","5.13 (3.31, 6.06)","1.28 (1.09, 1.51)","0.14 (0.10, 0.18)","0.02 (0.01, 0.05)","0.14 (0.09, 0.20)","0.02 (0.01, 0.04)","0.32 (0.23, 0.43)","42.59 (40.60, 44.75)","49.95 (48.16, 51.83)"
4021,"0.63 (0.49, 0.80)","4.66 (2.98, 5.65)","1.07 (0.85, 1.30)","0.11 (0.07, 0.16)","0.01 (0.00, 0.04)","0.15 (0.09, 0.25)","0.04 (0.01, 0.07)","0.31 (0.20, 0.47)","43.62 (41.52, 45.99)","50.29 (48.36, 52.45)"
4023,"0.53 (0.35, 0.77)","4.41 (2.75, 5.90)","0.95 (0.63, 1.36)","0.12 (0.06, 0.21)","0.02 (0.00, 0.11)","0.10 (0.02, 0.28)","0.02 (0.00, 0.09)","0.27 (0.11, 0.61)","24.03 (20.75, 27.16)","30.18 (27.73, 32.69)"
4025,"0.68 (0.55, 0.84)","4.70 (2.95, 5.76)","1.36 (1.10, 1.71)","0.14 (0.10, 0.20)","0.02 (0.01, 0.06)","0.17 (0.10, 0.27)","0.03 (0.01, 0.07)","0.37 (0.24, 0.54)","49.76 (47.27, 52.37)","56.87 (54.60, 59.18)"
4027,"0.61 (0.49, 0.74)","4.03 (2.56, 4.92)","0.92 (0.73, 1.14)","0.11 (0.08, 0.16)","0.02 (0.00, 0.05)","0.17 (0.09, 0.27)","0.02 (0.01, 0.04)","0.32 (0.20, 0.48)","39.20 (37.17, 41.27)","45.08 (43.24, 46.90)"
5,"0.87 (0.78, 0.97)","5.23 (3.43, 5.96)","1.47 (1.34, 1.65)","0.28 (0.24, 0.35)","0.06 (0.04, 0.10)","0.24 (0.19, 0.28)","0.03 (0.02, 0.04)","0.60 (0.52, 0.70)","61.46 (59.62, 63.39)","69.63 (67.92, 71.46)"
5001,"0.94 (0.75, 1.18)","4.52 (2.80, 6.03)","1.99 (1.46, 2.74)","0.34 (0.23, 0.48)","0.02 (0.00, 0.10)","0.16 (0.05, 0.39)","0.02 (0.00, 0.05)","0.53 (0.32, 0.94)","68.39 (62.95, 74.47)","76.38 (71.41, 82.02)"
5003,"0.91 (0.69, 1.21)","4.81 (2.92, 6.35)","1.37 (0.98, 1.84)","0.32 (0.21, 0.46)","0.07 (0.01, 0.27)","0.62 (0.22, 1.27)","0.04 (0.01, 0.10)","1.05 (0.52, 1.96)","53.60 (49.13, 58.34)","61.73 (57.68, 66.30)"
5005,"0.87 (0.68, 1.08)","5.84 (3.66, 7.34)","1.14 (0.81, 1.58)","0.25 (0.17, 0.36)","0.04 (0.01, 0.13)","0.10 (0.04, 0.21)","0.01 (0.00, 0.03)","0.40 (0.25, 0.65)","58.35 (54.17, 61.98)","66.59 (62.87, 70.05)"
5007,"0.62 (0.49, 0.76)","5.05 (3.20, 6.20)","0.78 (0.61, 1.03)","0.21 (0.15, 0.30)","0.01 (0.00, 0.03)","0.09 (0.04, 0.17)","0.01 (0.00, 0.02)","0.32 (0.22, 0.48)","46.55 (43.96, 49.30)","53.33 (51.00, 55.86)"
5009,"0.83 (0.63, 1.09)","4.76 (2.96, 6.25)","1.02 (0.73, 1.41)","0.27 (0.17, 0.40)","0.07 (0.01, 0.26)","0.17 (0.07, 0.39)","0.01 (0.00, 0.05)","0.52 (0.29, 0.97)","55.55 (51.08, 59.85)","62.68 (58.76, 66.80)"
5011,"0.93 (0.70, 1.22)","4.93 (2.92, 6.71)","1.86 (1.32, 2.56)","0.31 (0.20, 0.48)","0.03 (0.00, 0.13)","0.33 (0.09, 0.85)","0.03 (0.00, 0.10)","0.70 (0.35, 1.42)","46.52 (41.32, 52.23)","54.95 (50.06, 60.31)"
5013,"0.91 (0.72, 1.13)","5.23 (3.12, 7.26)","1.50 (1.04, 2.17)","0.34 (0.20, 0.54)","0.05 (0.00, 0.21)","0.50 (0.13, 1.32)","0.04 (0.01, 0.18)","0.93 (0.41, 2.12)","60.43 (53.15, 68.32)","69.00 (62.34, 76.03)"
5015,"0.79 (0.63, 0.97)","4.67 (2.85, 6.18)","1.05 (0.78, 1.43)","0.25 (0.17, 0.37)","0.07 (0.01, 0.27)","0.18 (0.07, 0.40)","0.02 (0.00, 0.05)","0.52 (0.29, 0.99)","50.89 (46.98, 54.89)","57.92 (54.28, 61.85)"
5017,"1.16 (0.93, 1.43)","4.86 (3.09, 6.42)","2.05 (1.55, 2.70)","0.37 (0.25, 0.53)","0.02 (0.00, 0.09)","0.24 (0.08, 0.56)","0.02 (0.00, 0.06)","0.65 (0.38, 1.15)","48.79 (43.53, 54.01)","57.51 (52.96, 62.44)"
5019,"0.91 (0.69, 1.18)","5.68 (3.59, 7.40)","1.43 (1.05, 1.93)","0.29 (0.19, 0.43)","0.04 (0.00, 0.16)","0.42 (0.16, 0.86)","0.05 (0.01, 0.15)","0.81 (0.44, 1.47)","53.58 (48.70, 58.33)","62.40 (57.88, 66.97)"
5021,"1.09 (0.82, 1.44)","4.85 (2.98, 6.52)","1.23 (0.85, 1.74)","0.31 (0.19, 0.47)","0.03 (0.00, 0.13)","0.08 (0.02, 0.21)","0.01 (0.00, 0.05)","0.42 (0.25, 0.72)","65.19 (59.70, 70.76)","72.78 (67.53, 78.39)"
5023,"0.89 (0.72, 1.14)","4.42 (2.83, 5.84)","1.07 (0.77, 1.47)","0.28 (0.19, 0.39)","0.04 (0.00, 0.15)","0.18 (0.06, 0.38)","0.03 (0.00, 0.09)","0.53 (0.30, 0.92)","63.67 (59.32, 68.02)","70.59 (66.60, 74.74)"
5025,"0.84 (0.67, 1.05)","4.43 (2.70, 6.03)","1.32 (0.97, 1.81)","0.31 (0.20, 0.45)","0.05 (0.00, 0.22)","0.66 (0.20, 1.64)","0.05 (0.01, 0.16)","1.07 (0.48, 2.31)","64.80 (58.31, 71.16)","72.47 (66.16, 78.72)"
5027,"0.96 (0.76, 1.21)","5.64 (3.60, 7.31)","2.00 (1.49, 2.66)","0.32 (0.21, 0.47)","0.07 (0.01, 0.30)","0.52 (0.20, 1.05)","0.06 (0.01, 0.19)","0.98 (0.50, 1.83)","58.53 (53.78, 63.49)","68.11 (63.82, 72.73)"
5029,"0.85 (0.64, 1.07)","5.14 (3.19, 6.76)","1.41 (1.01, 1.94)","0.28 (0.18, 0.43)","0.04 (0.00, 0.17)","0.15 (0.05, 0.36)","0.02 (0.00, 0.07)","0.49 (0.28, 0.91)","56.56 (51.71, 61.65)","64.45 (59.79, 69.27)"
5031,"0.96 (0.75, 1.25)","6.55 (4.17, 8.10)","1.14 (0.86, 1.49)","0.26 (0.17, 0.38)","0.01 (0.00, 0.05)","0.10 (0.04, 0.23)","0.01 (0.00, 0.04)","0.38 (0.24, 0.62)","70.31 (66.40, 74.31)","79.35 (75.36, 83.26)"
5033,"0.75 (0.59, 0.94)","5.48 (3.36, 7.17)","1.35 (0.98, 1.82)","0.26 (0.17, 0.38)","0.07 (0.01, 0.20)","0.10 (0.04, 0.20)","0.01 (0.00, 0.03)","0.44 (0.27, 0.72)","70.25 (65.86, 74.87)","78.26 (74.26, 82.52)"
5035,"1.06 (0.84, 1.29)","5.43 (3.46, 6.89)","3.30 (2.63, 4.22)","0.28 (0.19, 0.40)","0.01 (0.00, 0.04)","0.13 (0.05, 0.28)","0.01 (0.00, 0.03)","0.42 (0.27, 0.66)","70.78 (65.53, 75.84)","80.99 (76.26, 85.95)"
5037,"1.06 (0.79, 1.39)","4.48 (2.75, 6.14)","2.09 (1.43, 2.99)","0.32 (0.20, 0.49)","0.02 (0.00, 0.12)","0.18 (0.05, 0.49)","0.01 (0.00, 0.05)","0.54 (0.29, 0.98)","86.13 (79.94, 93.30)","94.30 (88.29, 101.17)"
5039,"1.05 (0.79, 1.40)","5.96 (3.60, 8.00)","2.20 (1.59, 2.96)","0.39 (0.24, 0.62)","0.03 (0.00, 0.17)","0.63 (0.21, 1.49)","0.06 (0.01, 0.22)","1.11 (0.54, 2.39)","57.22 (50.87, 63.98)","67.54 (61.75, 73.59)"
5041,"1.02 (0.81, 1.27)","4.37 (2.75, 5.76)","2.00 (1.47, 2.63)","0.34 (0.22, 0.52)","0.02 (0.00, 0.08)","0.16 (0.04, 0.45)","0.02 (0.00, 0.06)","0.53 (0.30, 0.97)","42.61 (38.03, 47.85)","50.53 (46.30, 55.46)"
5043,"0.89 (0.71, 1.13)","4.13 (2.51, 5.58)","1.68 (1.20, 2.31)","0.34 (0.22, 0.51)","0.03 (0.00, 0.17)","0.39 (0.12, 1.00)","0.02 (0.00, 0.09)","0.78 (0.40, 1.55)","53.75 (48.81, 58.80)","61.22 (56.70, 65.95)"
5045,"0.83 (0.65, 1.02)","5.35 (3.41, 6.84)","1.60 (1.21, 2.06)","0.26 (0.18, 0.37)","0.03 (0.01, 0.12)","0.22 (0.10, 0.40)","0.02 (0.00, 0.05)","0.54 (0.33, 0.85)","59.60 (55.74, 63.69)","67.91 (64.21, 71.75)"
5047,"0.79 (0.61, 1.01)","4.95 (3.01, 6.65)","1.45 (0.98, 2.06)","0.30 (0.19, 0.48)","0.30 (0.07, 0.81)","0.18 (0.07, 0.39)","0.02 (0.00, 0.07)","0.81 (0.42, 1.55)","77.96 (71.82, 84.39)","85.96 (80.13, 92.48)"
5049,"0.99 (0.78, 1.24)","4.65 (2.85, 6.37)","1.02 (0.69, 1.49)","0.29 (0.18, 0.43)","0.09 (0.01, 0.34)","0.16 (0.06, 0.38)","0.02 (0.00, 0.05)","0.55 (0.30, 1.06)","71.46 (65.80, 77.59)","78.67 (73.56, 84.31)"
5051,"0.83 (0.63, 1.11)","5.38 (3.43, 6.67)","1.47 (1.13, 1.91)","0.25 (0.16, 0.36)","0.04 (0.01, 0.14)","0.41 (0.23, 0.63)","0.07 (0.02, 0.15)","0.77 (0.48, 1.17)","68.45 (64.81, 72.16)","76.90 (73.39, 80.62)"
5053,"0.82 (0.61, 1.07)","4.92 (3.01, 6.68)","1.19 (0.80, 1.67)","0.31 (0.21, 0.46)","0.06 (0.00, 0.27)","0.59 (0.21, 1.31)","0.09 (0.01, 0.27)","1.05 (0.50, 2.19)","70.30 (64.54, 76.28)","78.28 (72.96, 83.78)"
5055,"0.96 (0.72, 1.28)","5.63 (3.58, 7.44)","1.18 (0.84, 1.63)","0.29 (0.18, 0.44)","0.01 (0.00, 0.06)","0.07 (0.02, 0.18)","0.01 (0.00, 0.03)","0.39 (0.24, 0.64)","99.48 (93.57, 105.45)","107.64 (102.14, 113.60)"
5057,"0.94 (0.70, 1.23)","4.56 (2.88, 6.10)","1.65 (1.17, 2.22)","0.28 (0.18, 0.43)","0.03 (0.00, 0.15)","0.17 (0.06, 0.38)","0.04 (0.01, 0.14)","0.53 (0.29, 0.95)","49.51 (44.68, 54.44)","57.19 (52.78, 62.02)"
5059,"0.94 (0.68, 1.25)","6.23 (3.93, 8.27)","1.35 (0.97, 1.83)","0.29 (0.19, 0.42)","0.06 (0.01, 0.23)","0.94 (0.44, 1.76)","0.13 (0.03, 0.36)","1.42 (0.75, 2.56)","67.35 (62.72, 72.33)","77.29 (73.15, 81.43)"
5061,"1.00 (0.74, 1.31)","4.52 (2.70, 6.09)","1.40 (0.98, 1.92)","0.31 (0.20, 0.48)","0.11 (0.01, 0.42)","0.21 (0.07, 0.44)","0.05 (0.01, 0.14)","0.68 (0.37, 1.30)","63.25 (56.91, 69.98)","70.85 (65.08, 77.04)"
5063,"0.93 (0.73, 1.17)","4.54 (2.92, 6.01)","1.02 (0.72, 1.38)","0.30 (0.20, 0.43)","0.02 (0.00, 0.08)","0.11 (0.04, 0.24)","0.02 (0.00, 0.05)","0.44 (0.27, 0.71)","63.20 (58.63, 67.47)","70.12 (65.92, 74.16)"
5065,"1.01 (0.79, 1.28)","5.24 (3.27, 7.18)","1.12 (0.77, 1.55)","0.32 (0.20, 0.49)","0.04 (0.00, 0.18)","0.15 (0.04, 0.37)","0.02 (0.00, 0.06)","0.53 (0.29, 0.97)","64.70 (59.80, 70.07)","72.61 (68.07, 77.67)"
5067,"1.13 (0.90, 1.42)","5.40 (3.42, 7.24)","2.05 (1.46, 2.79)","0.33 (0.22, 0.47)","0.02 (0.00, 0.09)","0.14 (0.04, 0.34)","0.01 (0.00, 0.05)","0.50 (0.30, 0.84)","82.03 (75.24, 88.97)","91.10 (84.57, 97.74)"
5069,"1.01 (0.77, 1.33)","5.59 (3.63, 6.98)","2.37 (1.89, 2.98)","0.31 (0.22, 0.44)","0.01 (0.00, 0.05)","0.23 (0.10, 0.46)","0.03 (0.01, 0.08)","0.58 (0.37, 0.93)","47.49 (44.08, 51.08)","57.05 (53.93, 60.26)"
5071,"0.79 (0.61, 1.03)","4.13 (2.65, 5.61)","1.45 (0.98, 2.07)","0.27 (0.17, 0.40)","1.09 (0.44, 2.09)","0.30 (0.11, 0.60)","0.03 (0.01, 0.08)","1.68 (0.89, 2.84)","64.80 (59.79, 69.87)","72.84 (67.87, 77.90)"
5073,"1.07 (0.84, 1.33)","5.45 (3.34, 7.29)","1.75 (1.25, 2.38)","0.33 (0.22, 0.50)","0.05 (0.00, 0.24)","0.24 (0.07, 0.58)","0.05 (0.01, 0.15)","0.68 (0.36, 1.33)","56.28 (49.83, 62.88)","65.22 (59.46, 71.02)"
5075,"1.07 (0.81, 1.45)","6.02 (3.80, 7.83)","1.49 (1.04, 2.03)","0.32 (0.21, 0.48)","0.02 (0.00, 0.10)","0.13 (0.04, 0.34)","0.01 (0.00, 0.05)","0.49 (0.29, 0.85)","84.28 (78.42, 90.20)","93.36 (87.66, 99.11)"
5077,"1.15 (0.88, 1.47)","3.99 (2.48, 5.52)","2.45 (1.75, 3.36)","0.34 (0.21, 0.53)","0.03 (0.00, 0.14)","0.19 (0.04, 0.54)","0.02 (0.00, 0.07)","0.58 (0.29, 1.14)","50.14 (44.58, 55.65)","58.31 (53.35, 63.53)"
5079,"0.96 (0.70, 1.33)","4.44 (2.69, 6.12)","1.90 (1.34, 2.64)","0.35 (0.21, 0.53)","0.04 (0.00, 0.19)","0.33 (0.08, 0.92)","0.03 (0.00, 0.12)","0.75 (0.35, 1.67)","51.37 (45.28, 58.13)","59.43 (53.97, 65.34)"
5081,"0.93 (0.73, 1.18)","5.00 (3.13, 6.76)","1.73 (1.22, 2.43)","0.31 (0.20, 0.46)","0.06 (0.00, 0.24)","0.26 (0.09, 0.60)","0.04 (0.01, 0.12)","0.66 (0.36, 1.29)","64.21 (58.26, 70.47)","72.53 (67.07, 78.06)"
5083,"0.85 (0.63, 1.12)","4.42 (2.72, 6.05)","1.45 (1.05, 2.00)","0.31 (0.20, 0.46)","0.16 (0.03, 0.46)","0.34 (0.14, 0.69)","0.03 (0.01, 0.07)","0.83 (0.47, 1.57)","62.47 (57.73, 67.56)","70.03 (65.29, 75.03)"
5085,"0.83 (0.66, 1.04)","5.44 (3.40, 7.08)","1.34 (1.00, 1.85)","0.29 (0.20, 0.42)","0.07 (0.01, 0.26)","0.25 (0.11, 0.50)","0.03 (0.01, 0.07)","0.65 (0.38, 1.13)","69.11 (64.85, 73.50)","77.36 (73.44, 81.50)"
5087,"0.79 (0.60, 1.01)","4.19 (2.45, 5.67)","1.21 (0.85, 1.69)","0.31 (0.20, 0.45)","0.07 (0.01, 0.27)","0.13 (0.05, 0.30)","0.01 (0.00, 0.05)","0.52 (0.31, 0.96)","63.20 (57.79, 68.56)","69.90 (64.94, 75.15)"
5089,"0.99 (0.76, 1.25)","5.21 (3.27, 6.91)","1.04 (0.74, 1.45)","0.28 (0.16, 0.43)","0.05 (0.00, 0.21)","0.12 (0.04, 0.30)","0.02 (0.00, 0.05)","0.46 (0.24, 0.85)","56.97 (52.12, 61.82)","64.67 (60.10, 69.22)"
5091,"0.88 (0.68, 1.12)","5.24 (3.31, 6.71)","2.42 (1.86, 3.12)","0.29 (0.20, 0.42)","0.04 (0.00, 0.17)","0.20 (0.08, 0.42)","0.03 (0.01, 0.08)","0.56 (0.32, 0.96)","60.11 (55.61, 64.55)","69.21 (65.03, 73.26)"
5093,"1.04 (0.83, 1.29)","5.18 (3.22, 6.63)","2.19 (1.68, 2.87)","0.28 (0.19, 0.39)","0.01 (0.00, 0.03)","0.07 (0.03, 0.15)","0.01 (0.00, 0.02)","0.37 (0.24, 0.55)","82.25 (77.32, 87.31)","91.03 (86.42, 96.08)"
5095,"1.02 (0.78, 1.30)","3.96 (2.46, 5.43)","2.25 (1.64, 3.08)","0.36 (0.23, 0.53)","0.02 (0.00, 0.08)","0.12 (0.03, 0.31)","0.01 (0.00, 0.05)","0.51 (0.29, 0.86)","52.32 (46.47, 58.34)","60.06 (54.69, 65.86)"
5097,"0.82 (0.66, 1.01)","4.07 (2.39, 5.56)","1.04 (0.73, 1.48)","0.30 (0.20, 0.43)","0.20 (0.03, 0.61)","0.52 (0.21, 0.98)","0.12 (0.03, 0.30)","1.13 (0.56, 2.21)","70.54 (64.78, 76.29)","77.61 (71.97, 82.99)"
5099,"1.03 (0.75, 1.34)","5.14 (3.17, 6.97)","1.87 (1.33, 2.62)","0.31 (0.19, 0.47)","0.06 (0.00, 0.26)","0.46 (0.15, 1.08)","0.09 (0.01, 0.28)","0.92 (0.42, 1.90)","59.24 (52.98, 65.71)","68.20 (62.11, 74.24)"
5101,"0.77 (0.57, 1.03)","4.00 (2.42, 5.52)","1.16 (0.78, 1.68)","0.32 (0.20, 0.49)","0.08 (0.01, 0.30)","0.15 (0.05, 0.34)","0.02 (0.00, 0.05)","0.56 (0.30, 1.05)","48.09 (42.39, 53.58)","54.58 (49.56, 59.85)"
5103,"1.09 (0.85, 1.36)","6.16 (3.84, 8.01)","2.15 (1.63, 2.82)","0.33 (0.21, 0.48)","0.08 (0.01, 0.28)","0.90 (0.40, 1.65)","0.05 (0.01, 0.15)","1.36 (0.72, 2.40)","58.13 (52.64, 63.54)","68.89 (64.00, 73.36)"
5105,"0.88 (0.70, 1.09)","5.15 (3.12, 7.05)","1.44 (1.00, 2.07)","0.31 (0.20, 0.46)","0.11 (0.01, 0.47)","0.30 (0.09, 0.66)","0.04 (0.01, 0.14)","0.77 (0.38, 1.57)","72.97 (66.96, 78.97)","81.22 (75.65, 87.01)"
5107,"1.20 (0.96, 1.51)","4.21 (2.56, 5.58)","3.39 (2.64, 4.34)","0.35 (0.23, 0.51)","0.02 (0.00, 0.07)","0.15 (0.05, 0.37)","0.01 (0.00, 0.05)","0.53 (0.31, 0.89)","70.81 (65.19, 76.22)","80.14 (75.00, 85.40)"
5109,"0.88 (0.66, 1.14)","4.35 (2.62, 6.08)","1.13 (0.77, 1.61)","0.27 (0.17, 0.42)","0.10 (0.01, 0.40)","0.41 (0.13, 0.92)","0.09 (0.02, 0.32)","0.88 (0.39, 1.94)","85.06 (77.70, 92.37)","92.30 (85.58, 99.13)"
5111,"1.11 (0.80, 1.49)","5.22 (3.11, 7.07)","1.89 (1.33, 2.68)","0.33 (0.21, 0.50)","0.02 (0.00, 0.11)","0.18 (0.05, 0.44)","0.01 (0.00, 0.05)","0.55 (0.32, 0.96)","102.72 (95.98, 109.66)","111.49 (105.19, 118.16)"
5113,"0.87 (0.69, 1.10)","4.10 (2.52, 5.61)","1.22 (0.85, 1.70)","0.26 (0.17, 0.38)","0.16 (0.03, 0.46)","0.20 (0.09, 0.39)","0.04 (0.01, 0.10)","0.66 (0.36, 1.19)","86.98 (81.34, 92.61)","93.83 (88.64, 99.57)"
5115,"0.82 (0.66, 1.02)","5.20 (3.26, 6.68)","1.64 (1.23, 2.20)","0.29 (0.20, 0.42)","0.17 (0.04, 0.42)","0.33 (0.16, 0.57)","0.03 (0.01, 0.07)","0.81 (0.48, 1.32)","70.96 (66.40, 75.29)","79.44 (75.12, 83.69)"
5117,"0.93 (0.70, 1.23)","4.22 (2.59, 5.89)","1.47 (0.99, 2.08)","0.32 (0.20, 0.50)","0.04 (0.00, 0.17)","0.15 (0.04, 0.39)","0.02 (0.00, 0.07)","0.53 (0.30, 1.00)","64.75 (58.24, 71.17)","71.90 (65.90, 78.18)"
5119,"0.92 (0.73, 1.16)","6.26 (3.99, 7.49)","1.75 (1.45, 2.16)","0.26 (0.19, 0.36)","0.01 (0.00, 0.05)","0.21 (0.12, 0.34)","0.04 (0.01, 0.08)","0.52 (0.37, 0.76)","47.26 (44.68, 49.94)","56.71 (54.44, 58.90)"
5121,"0.99 (0.73, 1.31)","5.48 (3.36, 7.20)","1.16 (0.79, 1.62)","0.32 (0.20, 0.49)","0.02 (0.00, 0.10)","0.11 (0.03, 0.28)","0.01 (0.00, 0.04)","0.47 (0.28, 0.80)","68.72 (63.32, 74.26)","76.81 (71.81, 82.03)"
5123,"1.12 (0.79, 1.56)","4.91 (3.16, 6.48)","2.77 (2.02, 3.70)","0.30 (0.19, 0.45)","0.02 (0.00, 0.09)","0.16 (0.05, 0.42)","0.02 (0.00, 0.06)","0.50 (0.28, 0.93)","63.77 (58.26, 69.26)","73.06 (68.13, 78.22)"
