FIPS,tubercolosis_mortality,AIDS_mortality,diarrheal_mortality,lower_respiratory_mortality,meningitis_mortality,hepatitis_mortality
29115,0.11,0.5,2.04,24.47,0.4,0.16
29117,0.12,0.47,2.78,30.89,0.39,0.18
29121,0.12,0.45,2.26,34.71,0.4,0.16
29123,0.12,0.57,3.51,31.9,0.46,0.25
29125,0.11,0.43,2.37,30.5,0.38,0.15
29127,0.16,0.72,2.14,36.71,0.44,0.17
29119,0.24,0.8,3.17,49.79,0.57,0.32
29129,0.1,0.39,1.71,28.82,0.35,0.15
29131,0.13,0.56,2.77,24.89,0.43,0.19
29133,0.26,1.3,2.66,30.37,0.56,0.24
29135,0.15,0.55,2.38,16.51,0.38,0.17
29137,0.1,0.37,2.23,44.32,0.36,0.14
29139,0.11,0.55,3.06,28.47,0.38,0.15
29141,0.13,0.59,2.78,30.36,0.44,0.18
29143,0.21,0.96,3.12,42.71,0.57,0.22
29145,0.25,0.61,3.49,46.48,0.46,0.22
29147,0.11,0.46,1.7,28.0,0.35,0.15
29149,0.17,0.78,2.98,36.37,0.48,0.24
29151,0.09,0.4,2.69,31.46,0.37,0.15
29153,0.12,0.53,3.09,41.75,0.48,0.26
29155,0.31,1.78,2.82,34.51,0.65,0.32
29157,0.09,0.43,2.49,21.24,0.35,0.15
29159,0.15,0.55,2.4,30.35,0.42,0.21
29161,0.14,0.57,2.66,40.36,0.43,0.2
29163,0.12,0.44,2.82,29.53,0.42,0.17
29165,0.16,0.67,3.83,18.74,0.36,0.14
29167,0.17,0.63,2.92,32.04,0.47,0.22
29169,0.19,0.65,3.16,40.68,0.5,0.18
29171,0.09,0.36,1.68,27.59,0.36,0.15
29173,0.1,0.37,2.08,22.95,0.34,0.13
29175,0.12,0.55,3.49,39.98,0.45,0.21
29177,0.14,0.73,3.73,36.85,0.41,0.22
29179,0.12,0.49,3.34,37.25,0.48,0.25
29181,0.19,0.89,3.41,53.05,0.53,0.3
29183,0.12,0.42,2.61,27.29,0.32,0.12
29185,0.12,0.47,2.78,35.89,0.45,0.2
29187,0.14,0.8,3.9,26.75,0.5,0.36
29510,0.29,4.68,4.17,35.76,0.74,0.38
29189,0.19,1.19,3.37,30.81,0.44,0.18
29186,0.1,0.44,3.11,24.74,0.36,0.14
29195,0.13,0.52,2.93,25.62,0.43,0.21
29197,0.11,0.36,1.81,47.15,0.4,0.14
29199,0.11,0.34,1.88,50.48,0.4,0.12
29201,0.17,0.73,2.59,36.55,0.49,0.2
29203,0.13,0.59,3.33,29.76,0.47,0.25
29205,0.1,0.39,1.89,30.5,0.37,0.12
29207,0.14,0.6,3.05,29.16,0.44,0.2
29209,0.16,0.72,2.88,23.18,0.43,0.31
29211,0.15,0.59,2.28,36.46,0.44,0.22
29213,0.14,0.63,3.1,28.6,0.47,0.24
29215,0.15,0.76,3.17,43.42,0.49,0.22
29217,0.15,0.66,2.52,36.36,0.43,0.2
29219,0.11,0.71,2.94,24.38,0.36,0.18
29221,0.14,0.71,3.37,33.38,0.46,0.27
29223,0.13,0.58,3.09,41.36,0.51,0.27
29225,0.14,0.74,3.43,30.57,0.44,0.24
29227,0.11,0.48,1.82,20.8,0.34,0.14
29229,0.14,0.61,3.17,30.57,0.48,0.24
30001,0.08,0.23,1.27,17.08,0.28,0.16
30003,0.45,0.5,1.86,36.53,0.63,0.15
30005,0.37,0.47,1.92,28.99,0.47,0.2
30007,0.11,0.33,1.34,25.72,0.3,0.15
30009,0.08,0.22,1.22,19.68,0.28,0.14
30011,0.08,0.22,1.15,21.02,0.29,0.09
30013,0.15,0.45,1.89,17.92,0.33,0.3
30015,0.18,0.33,1.59,21.27,0.36,0.18
30017,0.11,0.33,1.35,25.22,0.31,0.13
30019,0.09,0.32,1.17,25.27,0.31,0.12
30021,0.11,0.32,1.29,26.76,0.3,0.14
30023,0.13,0.45,1.57,32.32,0.35,0.22
30025,0.12,0.35,1.46,26.72,0.33,0.12
30027,0.1,0.27,1.19,26.86,0.31,0.18
30029,0.11,0.35,1.47,21.54,0.31,0.18
30031,0.1,0.27,1.2,22.27,0.27,0.14
30033,0.07,0.18,1.16,29.26,0.28,0.1
30035,0.89,0.8,2.46,34.52,0.65,0.24
30037,0.09,0.25,1.08,17.12,0.3,0.18
30039,0.08,0.23,1.35,20.51,0.3,0.16
30041,0.21,0.4,1.83,25.73,0.36,0.22
30043,0.11,0.36,1.39,25.73,0.29,0.16
30045,0.09,0.23,1.12,12.73,0.26,0.17
30047,0.2,0.6,1.59,25.14,0.44,0.22
30049,0.12,0.47,1.31,25.53,0.31,0.22
30051,0.12,0.35,1.54,16.89,0.29,0.19
30053,0.09,0.32,1.36,13.85,0.29,0.15
30057,0.09,0.25,1.48,20.21,0.27,0.13
30055,0.08,0.22,1.11,17.31,0.27,0.11
30059,0.08,0.22,1.3,23.53,0.29,0.15
30061,0.1,0.27,1.46,18.35,0.32,0.18
30063,0.13,0.47,1.6,24.83,0.33,0.21
30065,0.11,0.31,1.18,16.44,0.33,0.2
30067,0.1,0.31,1.35,29.3,0.3,0.16
30069,0.07,0.21,0.99,21.6,0.28,0.13
30071,0.1,0.26,1.36,24.55,0.32,0.14
30073,0.22,0.52,2.04,33.5,0.41,0.19
30075,0.07,0.19,1.08,19.74,0.27,0.1
30077,0.12,0.54,1.39,24.8,0.35,0.26
30079,0.09,0.24,1.29,22.24,0.3,0.12
30081,0.09,0.21,1.56,19.97,0.32,0.22
30083,0.1,0.28,1.15,24.58,0.29,0.13
30085,0.56,0.77,1.81,39.13,0.64,0.18
30087,0.34,0.43,1.72,60.02,0.48,0.14
30089,0.12,0.36,1.48,19.01,0.33,0.18
30091,0.09,0.26,1.15,41.49,0.31,0.11
30093,0.2,0.75,1.92,23.99,0.37,0.27
30095,0.09,0.23,1.28,19.85,0.29,0.16
30097,0.08,0.25,1.17,21.49,0.29,0.15
30099,0.1,0.29,1.33,20.46,0.27,0.17
30101,0.17,0.51,1.83,29.06,0.34,0.19
30103,0.08,0.22,1.1,23.53,0.31,0.13
30105,0.11,0.31,1.19,29.87,0.32,0.12
30107,0.1,0.24,1.3,22.72,0.3,0.18
30109,0.11,0.28,1.52,33.1,0.34,0.14
30111,0.14,0.46,1.24,19.07,0.34,0.23
31001,0.11,0.49,1.26,24.0,0.32,0.11
31003,0.09,0.4,1.38,23.64,0.28,0.09
31005,0.09,0.44,1.1,19.05,0.3,0.12
31007,0.07,0.27,1.21,16.33,0.29,0.12
31009,0.08,0.36,1.25,19.67,0.31,0.11
31011,0.1,0.46,1.46,33.67,0.29,0.09
31013,0.13,0.41,1.28,23.72,0.32,0.16
31015,0.1,0.37,1.54,21.65,0.31,0.1
31017,0.1,0.4,1.31,22.46,0.3,0.11
31019,0.11,0.37,1.55,23.7,0.31,0.12
31021,0.11,0.47,2.02,23.72,0.31,0.09
31023,0.08,0.3,1.35,15.25,0.26,0.07
31025,0.11,0.64,1.97,28.02,0.35,0.11
31027,0.07,0.28,1.52,19.26,0.25,0.08
31029,0.1,0.42,2.04,31.11,0.36,0.15
31031,0.14,0.51,1.58,22.45,0.36,0.11
31033,0.1,0.39,1.46,21.64,0.33,0.18
31035,0.11,0.39,1.32,24.49,0.31,0.08
31037,0.2,0.52,1.89,24.16,0.34,0.12
31039,0.1,0.38,1.42,16.51,0.27,0.09
31041,0.1,0.36,1.46,22.82,0.3,0.1
31043,0.19,0.55,2.4,27.45,0.34,0.13
31045,0.18,0.61,1.35,20.08,0.34,0.17
31047,0.19,0.61,1.94,23.37,0.41,0.18
31049,0.1,0.46,1.44,24.98,0.34,0.18
31051,0.09,0.38,1.98,19.15,0.29,0.11
31053,0.14,0.59,1.78,24.01,0.34,0.13
31055,0.26,1.44,1.77,26.02,0.41,0.24
31057,0.09,0.38,1.91,34.04,0.37,0.16
31059,0.09,0.33,1.56,18.1,0.32,0.08
31061,0.08,0.33,1.5,26.39,0.35,0.1
31063,0.07,0.32,1.34,16.31,0.28,0.11
31065,0.1,0.39,1.94,24.33,0.34,0.12
31067,0.1,0.42,1.6,19.64,0.35,0.1
31069,0.1,0.46,1.44,26.81,0.36,0.17
31071,0.1,0.45,1.4,19.97,0.31,0.11
31073,0.08,0.31,1.51,24.45,0.31,0.1
31075,0.08,0.4,1.09,17.57,0.29,0.11
31077,0.08,0.36,1.47,24.93,0.3,0.09
31079,0.17,0.68,1.73,26.69,0.34,0.16
31081,0.09,0.36,1.43,26.29,0.28,0.08
31083,0.08,0.32,1.56,19.73,0.33,0.1
31085,0.08,0.3,1.4,18.67,0.29,0.11
31087,0.08,0.37,1.69,20.51,0.33,0.15
31089,0.09,0.37,1.33,22.82,0.29,0.1
31091,0.1,0.42,1.47,25.27,0.32,0.12
31093,0.08,0.34,1.5,23.05,0.3,0.09
31095,0.09,0.33,1.43,19.99,0.33,0.08
31097,0.13,0.49,1.74,27.27,0.36,0.11
31099,0.09,0.34,1.45,22.78,0.33,0.09
31101,0.11,0.54,1.43,21.73,0.34,0.17
31103,0.09,0.35,1.46,20.32,0.31,0.09
31105,0.11,0.33,1.66,22.37,0.34,0.16
31107,0.13,0.43,1.57,18.82,0.32,0.09
31109,0.18,0.77,1.9,17.97,0.36,0.12
31111,0.14,0.58,1.62,22.37,0.34,0.17
31113,0.1,0.36,1.36,22.25,0.31,0.11
31115,0.08,0.31,1.24,19.71,0.28,0.08
31119,0.14,0.63,1.42,20.04,0.33,0.14
31117,0.07,0.32,1.12,16.79,0.26,0.09
31121,0.1,0.44,1.44,29.62,0.31,0.1
31123,0.12,0.45,1.37,22.52,0.34,0.16
31125,0.09,0.39,1.62,44.83,0.33,0.09
31127,0.11,0.42,1.77,27.12,0.33,0.09
31129,0.08,0.34,1.23,21.25,0.34,0.08
31131,0.12,0.5,1.88,31.88,0.34,0.11
31133,0.09,0.28,1.57,16.82,0.29,0.08
31135,0.09,0.44,1.65,31.65,0.33,0.14
31137,0.09,0.34,1.44,24.58,0.31,0.1
31139,0.08,0.42,1.36,20.02,0.28,0.09
31141,0.13,0.49,1.42,19.53,0.3,0.1
31143,0.09,0.36,1.31,12.45,0.27,0.08
31145,0.09,0.4,1.89,19.3,0.34,0.17
31147,0.12,0.51,1.8,23.46,0.32,0.09
31149,0.09,0.34,1.43,19.58,0.3,0.09
31151,0.17,0.49,1.55,20.53,0.35,0.09
31153,0.14,0.39,2.02,26.5,0.3,0.16
31155,0.09,0.3,1.69,20.37,0.28,0.09
31157,0.18,0.8,1.33,19.74,0.4,0.23
31159,0.09,0.37,1.63,17.55,0.28,0.07
31161,0.18,0.6,1.6,23.58,0.36,0.15
31163,0.08,0.32,1.36,26.89,0.29,0.09
31165,0.09,0.27,1.08,14.51,0.27,0.1
31167,0.09,0.38,1.29,15.16,0.25,0.08
31169,0.08,0.32,1.33,17.54,0.32,0.08
31171,0.1,0.39,1.46,21.64,0.31,0.12
31173,0.46,1.09,2.45,34.03,0.59,0.11
31175,0.09,0.45,1.45,25.52,0.3,0.1
31177,0.1,0.45,1.82,21.72,0.27,0.1
31179,0.09,0.44,1.39,11.41,0.25,0.1
31181,0.1,0.46,1.5,36.74,0.39,0.1
31183,0.07,0.31,1.27,19.88,0.27,0.08
31185,0.1,0.35,1.26,16.39,0.29,0.08
32510,0.22,1.33,2.91,25.23,0.49,0.54
32001,0.18,0.67,3.15,37.85,0.44,0.27
32003,0.31,2.63,2.1,33.35,0.53,0.33
32005,0.13,0.53,2.14,17.89,0.33,0.29
32007,0.13,0.38,1.85,39.68,0.36,0.18
32009,0.14,0.64,1.85,28.33,0.39,0.27
32011,0.11,0.45,1.56,23.65,0.33,0.18
32013,0.13,0.42,1.79,29.93,0.37,0.23
32015,0.15,0.47,1.91,32.66,0.36,0.19
32017,0.11,0.58,1.51,31.49,0.4,0.23
32019,0.17,0.79,2.09,28.42,0.41,0.37
32021,0.22,0.77,2.35,42.49,0.49,0.29
32023,0.17,0.97,1.93,31.27,0.43,0.33
32027,0.14,0.46,2.31,33.85,0.4,0.22
32029,0.15,0.88,1.97,18.35,0.34,0.31
32031,0.25,1.37,3.19,32.22,0.51,0.43
32033,0.15,0.6,1.76,32.93,0.41,0.25
33001,0.1,0.35,3.33,19.21,0.25,0.16
33003,0.1,0.4,2.64,18.97,0.27,0.13
33005,0.08,0.36,3.35,17.68,0.28,0.14
33007,0.1,0.39,3.41,22.91,0.29,0.16
33009,0.08,0.3,2.66,17.39,0.27,0.13
33011,0.12,0.48,3.75,23.0,0.28,0.15
33013,0.11,0.5,3.39,20.99,0.28,0.21
33015,0.1,0.38,2.78,18.83,0.26,0.14
33017,0.12,0.51,4.14,18.4,0.29,0.24
33019,0.08,0.3,3.32,20.21,0.3,0.15
34001,0.35,5.84,2.87,30.1,0.44,0.36
34003,0.17,1.15,2.13,23.04,0.3,0.23
34005,0.17,1.21,3.18,25.03,0.34,0.22
34007,0.24,2.79,3.39,30.48,0.43,0.25
34009,0.18,2.55,2.66,33.97,0.34,0.27
34011,0.38,5.01,2.56,32.89,0.49,0.43
34013,0.38,15.0,2.07,32.85,0.64,0.34
34015,0.19,1.47,2.89,31.07,0.36,0.26
34017,0.37,7.01,1.87,30.18,0.48,0.46
34019,0.1,0.6,3.87,24.37,0.27,0.1
34021,0.31,3.79,3.19,29.3,0.43,0.28
34023,0.26,1.62,2.3,27.75,0.37,0.2
34025,0.14,2.1,2.14,25.99,0.33,0.21
34027,0.13,0.84,2.32,23.37,0.28,0.16
34029,0.11,1.47,2.66,25.69,0.34,0.21
34031,0.28,5.9,2.39,32.74,0.47,0.3
34033,0.29,3.57,3.07,37.81,0.41,0.27
34035,0.2,0.91,2.65,26.57,0.31,0.17
34037,0.12,0.65,2.14,28.43,0.27,0.14
34039,0.25,4.47,2.56,31.12,0.45,0.25
34041,0.12,0.85,2.39,26.32,0.3,0.13
35001,0.25,1.55,2.75,23.68,0.63,0.54
35003,0.1,0.46,1.89,18.69,0.4,0.29
35005,0.23,0.93,2.6,25.92,0.5,0.44
35006,0.27,1.02,2.06,26.1,0.59,0.49
35007,0.16,0.81,1.64,22.72,0.47,0.39
35009,0.21,0.95,2.39,35.5,0.55,0.39
35011,0.13,0.58,2.08,25.05,0.47,0.33
35013,0.33,0.97,2.38,22.02,0.46,0.35
35015,0.23,1.2,2.82,26.58,0.48,0.35
35017,0.23,0.81,2.38,25.35,0.43,0.46
35019,0.29,0.85,2.1,20.22,0.55,0.53
35021,0.11,0.45,1.4,20.33,0.4,0.27
35023,0.21,0.63,2.98,26.08,0.47,0.33
35025,0.31,1.08,2.16,34.56,0.51,0.36
35027,0.15,0.61,1.87,14.09,0.42,0.38
35028,0.11,0.28,2.11,21.3,0.35,0.21
35029,0.42,1.71,3.09,22.79,0.55,0.44
35031,1.15,1.12,3.37,45.01,0.92,0.29
35033,0.23,0.89,1.9,22.09,0.56,0.54
35035,0.2,0.78,2.89,19.09,0.48,0.35
35037,0.2,1.13,2.15,30.4,0.61,0.48
35039,0.31,0.87,2.42,25.33,0.58,0.6
35041,0.18,0.8,2.3,24.59,0.52,0.39
35045,0.37,0.59,2.32,25.5,0.61,0.22
35047,0.25,0.86,1.81,30.94,0.56,0.65
35043,0.28,0.84,2.36,21.71,0.51,0.31
35049,0.19,1.57,1.86,15.07,0.43,0.45
35051,0.17,1.12,2.31,26.62,0.52,0.43
35053,0.32,0.68,2.53,27.95,0.55,0.42
35055,0.23,1.12,1.66,19.28,0.48,0.46
35057,0.17,0.75,2.13,20.7,0.53,0.4
35059,0.18,0.91,1.82,33.93,0.48,0.33
35061,0.27,1.02,2.06,26.1,0.59,0.49
36001,0.23,2.44,2.38,27.15,0.38,0.19
36003,0.14,0.73,2.61,33.95,0.36,0.17
36005,0.4,15.98,2.01,33.54,0.66,0.94
36007,0.22,1.56,4.42,31.82,0.35,0.21
36009,0.14,0.74,3.26,28.57,0.4,0.13
36011,0.12,0.82,2.65,34.1,0.33,0.14
36013,0.15,0.94,3.09,27.67,0.35,0.16
36015,0.19,1.91,2.47,34.42,0.36,0.18
36017,0.15,0.8,2.9,32.03,0.29,0.14
36019,0.14,0.62,2.93,22.19,0.32,0.24
36021,0.15,1.24,2.26,28.24,0.35,0.17
36023,0.13,0.69,3.77,37.75,0.32,0.15
36025,0.15,0.98,2.4,27.85,0.31,0.18
36027,0.18,1.83,2.51,33.76,0.36,0.28
36029,0.21,2.27,3.83,31.42,0.43,0.16
36031,0.17,0.63,2.71,19.89,0.29,0.16
36033,0.26,0.94,2.09,24.53,0.32,0.15
36035,0.11,0.59,2.24,27.42,0.33,0.14
36037,0.13,0.78,3.07,31.73,0.36,0.12
36039,0.2,3.6,2.68,34.41,0.36,0.26
36041,0.09,0.47,2.42,23.31,0.29,0.09
36043,0.1,0.57,3.7,34.85,0.33,0.13
36045,0.12,0.54,3.07,30.98,0.35,0.12
36047,0.39,8.92,1.61,31.15,0.51,0.5
36049,0.1,0.48,2.66,22.93,0.28,0.13
36051,0.14,0.79,2.98,28.81,0.33,0.15
36053,0.14,0.64,2.69,26.26,0.29,0.1
36055,0.2,2.27,2.73,29.9,0.44,0.25
36057,0.14,1.05,2.53,27.17,0.34,0.14
36059,0.13,1.44,1.43,26.09,0.33,0.17
36061,0.47,10.33,1.38,23.75,0.46,0.65
36063,0.18,1.23,2.82,30.29,0.39,0.14
36065,0.2,1.82,3.65,31.86,0.36,0.21
36067,0.23,1.65,2.83,33.15,0.37,0.25
36069,0.13,0.66,2.98,25.58,0.33,0.13
36071,0.22,1.92,2.77,38.54,0.37,0.2
36073,0.17,1.1,2.65,27.91,0.38,0.14
36075,0.13,0.68,2.62,34.63,0.33,0.11
36077,0.15,0.92,2.47,27.23,0.3,0.15
36079,0.12,0.77,1.79,28.6,0.26,0.12
36081,0.35,3.67,1.65,31.19,0.4,0.5
36083,0.18,1.34,2.44,28.05,0.34,0.15
36085,0.22,4.54,1.37,34.47,0.33,0.43
36087,0.18,1.35,2.25,37.42,0.32,0.18
36089,0.11,0.73,2.48,27.32,0.31,0.11
36091,0.12,0.64,1.61,25.42,0.26,0.1
36093,0.21,1.71,2.03,29.47,0.37,0.16
36095,0.12,0.83,2.62,24.76,0.3,0.13
36097,0.12,0.87,2.33,27.63,0.3,0.17
36099,0.13,0.67,4.28,33.8,0.36,0.17
36101,0.15,0.97,2.42,32.18,0.33,0.19
36103,0.15,1.68,2.16,30.65,0.38,0.19
36105,0.25,3.75,3.26,38.79,0.46,0.33
36107,0.13,0.59,2.93,24.72,0.29,0.12
36109,0.18,0.93,3.03,29.48,0.32,0.23
36111,0.18,2.07,2.12,35.14,0.35,0.23
36113,0.11,0.64,2.61,23.45,0.3,0.17
36115,0.13,0.78,2.31,23.71,0.31,0.17
36117,0.13,0.73,4.41,27.39,0.36,0.19
36119,0.18,2.22,1.86,30.39,0.41,0.23
36121,0.16,1.17,3.62,27.57,0.38,0.13
36123,0.13,0.71,3.23,32.18,0.32,0.18
37001,0.23,2.11,2.76,27.38,0.55,0.29
37003,0.16,0.94,2.2,42.58,0.42,0.26
37005,0.13,0.62,2.93,31.84,0.41,0.19
37007,0.36,3.34,3.19,41.45,0.63,0.22
37009,0.11,0.54,2.65,27.31,0.41,0.19
37011,0.13,0.55,2.16,48.28,0.43,0.21
37013,0.45,3.6,2.15,25.56,0.4,0.25
37015,0.66,4.71,3.17,31.76,0.63,0.16
37017,0.48,4.35,2.22,36.29,0.53,0.23
37019,0.22,1.76,1.73,25.55,0.39,0.21
37021,0.23,1.87,1.97,25.99,0.42,0.31
37023,0.19,1.0,2.15,35.53,0.51,0.28
37025,0.21,1.69,2.53,37.65,0.4,0.2
37027,0.15,0.78,2.22,34.62,0.52,0.21
37029,0.16,1.32,1.63,31.49,0.32,0.12
37031,0.19,1.07,1.63,22.35,0.33,0.25
37033,0.21,1.46,3.68,32.59,0.57,0.14
37035,0.2,1.05,2.6,39.64,0.5,0.29
37037,0.19,1.18,1.92,22.55,0.36,0.19
37039,0.18,1.04,2.04,32.8,0.42,0.29
37041,0.36,2.45,1.92,31.05,0.41,0.17
37043,0.14,0.98,2.11,23.44,0.38,0.23
37045,0.24,3.0,2.04,47.27,0.56,0.27
37047,0.46,4.52,2.59,41.18,0.53,0.21
37049,0.33,2.57,2.38,32.47,0.41,0.28
37051,0.46,4.78,3.63,38.47,0.58,0.3
37053,0.13,0.98,2.06,78.59,0.34,0.13
37055,0.15,1.12,1.77,66.24,0.3,0.14
37057,0.19,1.59,3.46,34.97,0.45,0.17
37059,0.13,1.03,2.57,31.42,0.41,0.17
37061,0.6,3.88,1.99,31.42,0.45,0.2
37063,0.39,4.56,2.63,29.63,0.57,0.3
37065,0.79,6.42,2.75,36.22,0.61,0.2
37067,0.32,3.82,3.78,32.42,0.58,0.2
37069,0.29,2.11,2.14,32.84,0.43,0.26
37071,0.24,3.92,3.51,50.81,0.56,0.35
37073,0.26,1.92,2.24,34.7,0.42,0.14
37075,0.2,0.86,2.16,30.28,0.42,0.28
37077,0.23,2.44,2.81,31.11,0.48,0.23
37079,0.61,2.9,2.42,27.99,0.48,0.19
37081,0.33,3.37,3.61,31.52,0.57,0.19
37083,0.58,4.76,2.45,34.75,0.64,0.2
37085,0.41,2.49,2.09,32.14,0.46,0.24
37087,0.16,0.81,2.1,30.05,0.41,0.3
37089,0.24,1.28,1.6,25.4,0.39,0.28
37091,0.66,4.73,3.18,36.73,0.67,0.2
37093,0.47,3.7,2.87,36.4,0.6,0.28
37095,0.25,1.78,1.92,22.25,0.38,0.17
37097,0.17,1.44,2.45,35.72,0.44,0.2
37099,0.19,0.92,2.11,33.76,0.41,0.24
37101,0.36,2.35,2.17,30.02,0.37,0.18
37103,0.41,3.22,2.19,32.99,0.46,0.17
37105,0.27,2.11,2.5,30.18,0.47,0.26
37107,0.86,6.83,2.25,32.08,0.56,0.23
37109,0.17,1.15,2.2,35.09,0.42,0.23
37113,0.18,1.09,1.67,22.92,0.37,0.26
37115,0.16,0.68,1.81,42.38,0.39,0.21
37117,0.51,4.1,2.51,38.53,0.51,0.2
37111,0.13,0.62,1.81,28.53,0.44,0.24
37119,0.37,5.14,2.82,27.64,0.52,0.26
37121,0.16,0.7,2.16,31.62,0.44,0.2
37123,0.25,1.95,2.91,32.07,0.48,0.21
37125,0.2,1.86,2.67,21.58,0.39,0.21
37127,0.54,3.45,2.46,39.23,0.48,0.26
37129,0.3,2.78,3.06,20.96,0.39,0.25
37131,0.56,4.64,2.28,34.17,0.61,0.18
37133,0.29,1.31,1.57,29.33,0.35,0.18
37135,0.2,1.18,2.32,27.2,0.38,0.18
37137,0.32,2.42,2.02,27.01,0.35,0.22
37139,0.33,2.9,2.38,40.27,0.46,0.26
37141,0.21,1.72,1.87,24.77,0.39,0.17
37143,0.27,2.2,2.06,32.14,0.43,0.18
37145,0.2,1.77,3.16,38.43,0.54,0.18
37147,0.64,4.54,2.69,28.86,0.49,0.26
37149,0.19,1.31,2.05,23.36,0.39,0.24
37151,0.18,1.21,3.41,37.05,0.43,0.23
37153,0.35,3.48,2.27,31.65,0.54,0.21
37155,0.64,4.09,2.92,34.6,0.75,0.25
37157,0.2,1.62,2.92,43.68,0.5,0.14
37159,0.21,2.07,2.71,47.11,0.5,0.26
37161,0.17,1.23,2.31,35.87,0.52,0.32
37163,0.49,2.98,2.46,30.65,0.5,0.23
37165,0.5,3.83,2.5,33.06,0.7,0.23
37167,0.18,1.42,2.69,34.28,0.43,0.19
37169,0.11,0.57,2.51,40.29,0.38,0.15
37171,0.19,0.95,3.02,35.18,0.43,0.21
37173,0.33,1.12,2.59,45.57,0.54,0.29
37175,0.18,1.13,1.57,18.15,0.36,0.26
37177,0.32,2.05,2.47,36.23,0.5,0.18
37179,0.22,1.5,2.65,28.08,0.37,0.15
37181,0.44,5.69,4.65,52.38,0.65,0.24
37183,0.27,1.95,1.99,18.02,0.34,0.19
37185,0.36,2.45,2.39,39.28,0.61,0.18
37187,0.44,3.95,2.7,31.51,0.51,0.18
37189,0.12,0.55,2.64,26.08,0.4,0.15
37191,0.69,4.08,2.43,27.02,0.47,0.31
37193,0.15,0.81,3.19,43.2,0.47,0.21
37195,0.79,5.44,2.49,37.8,0.5,0.25
37197,0.15,0.86,2.88,39.86,0.42,0.18
37199,0.13,0.55,1.93,24.43,0.4,0.19
38001,0.13,0.44,1.22,22.05,0.31,0.12
38003,0.13,0.29,1.18,20.57,0.28,0.07
38005,0.56,0.64,1.7,28.52,0.55,0.09
38007,0.09,0.21,0.97,13.1,0.22,0.08
38009,0.11,0.28,1.12,35.44,0.28,0.08
38011,0.14,0.41,1.13,23.8,0.3,0.11
38013,0.08,0.2,1.14,19.84,0.25,0.1
38015,0.11,0.29,1.04,18.47,0.27,0.09
38017,0.14,0.37,1.23,24.22,0.28,0.08
38019,0.09,0.25,1.0,21.54,0.26,0.07
38021,0.12,0.3,1.14,21.84,0.27,0.08
38023,0.1,0.25,1.43,40.62,0.28,0.09
38025,0.14,0.29,1.21,19.51,0.3,0.1
38027,0.12,0.28,1.3,31.47,0.31,0.08
38029,0.1,0.28,0.99,18.78,0.26,0.08
38031,0.1,0.27,1.05,15.59,0.27,0.08
38033,0.11,0.28,1.18,15.44,0.27,0.12
38035,0.13,0.26,1.16,24.27,0.28,0.08
38037,0.11,0.35,0.97,17.86,0.27,0.11
38039,0.1,0.24,1.13,29.17,0.28,0.08
38041,0.12,0.36,1.03,21.1,0.26,0.1
38043,0.09,0.23,0.98,16.96,0.26,0.08
38045,0.13,0.36,1.1,15.33,0.26,0.08
38047,0.1,0.29,1.02,17.64,0.27,0.08
38049,0.08,0.22,1.03,19.05,0.27,0.09
38051,0.13,0.37,1.32,21.83,0.31,0.1
38053,0.15,0.32,1.32,23.77,0.31,0.11
38055,0.1,0.27,1.03,19.12,0.29,0.11
38057,0.1,0.29,1.04,18.53,0.26,0.12
38059,0.13,0.4,1.07,19.01,0.28,0.12
38061,0.21,0.37,1.36,24.72,0.37,0.12
38063,0.1,0.26,1.09,31.86,0.29,0.08
38065,0.1,0.22,0.97,12.72,0.23,0.09
38067,0.1,0.3,0.98,13.64,0.25,0.08
38069,0.11,0.28,1.22,15.84,0.3,0.09
38071,0.15,0.45,1.12,27.17,0.34,0.09
38073,0.11,0.28,1.1,22.65,0.26,0.07
38075,0.08,0.21,1.14,33.95,0.27,0.09
38077,0.11,0.3,1.16,19.5,0.25,0.07
38079,0.82,0.94,1.91,41.18,0.68,0.1
38081,0.09,0.23,1.21,19.96,0.26,0.08
38083,0.09,0.2,0.95,11.93,0.25,0.08
38085,1.59,1.17,1.92,38.34,0.76,0.13
38087,0.1,0.24,0.99,15.6,0.24,0.08
38089,0.15,0.38,1.15,16.99,0.27,0.11
38091,0.08,0.18,0.93,22.15,0.23,0.06
38093,0.12,0.35,1.17,17.83,0.3,0.09
38095,0.09,0.27,1.06,21.95,0.28,0.07
38097,0.09,0.21,0.99,32.73,0.24,0.07
38099,0.13,0.3,1.27,30.46,0.33,0.09
38101,0.12,0.28,1.36,30.7,0.31,0.15
38103,0.09,0.23,0.99,12.71,0.26,0.07
38105,0.13,0.35,1.26,21.24,0.29,0.12
39001,0.17,0.66,4.04,49.75,0.46,0.21
39003,0.23,1.1,2.74,34.17,0.45,0.16
39005,0.11,0.43,2.61,17.14,0.31,0.11
39007,0.14,0.73,3.95,34.6,0.42,0.12
39009,0.16,0.77,4.02,33.05,0.41,0.17
39011,0.11,0.43,2.37,26.6,0.34,0.11
39013,0.12,0.49,3.99,28.2,0.37,0.14
39015,0.16,0.63,4.28,40.89,0.42,0.18
39017,0.16,0.6,4.77,30.83,0.4,0.16
39019,0.11,0.46,3.51,34.01,0.33,0.13
39021,0.14,0.73,3.09,28.46,0.37,0.18
39023,0.2,0.99,3.66,32.15,0.47,0.24
39025,0.17,0.52,5.26,34.84,0.33,0.14
